HourOfYear,deploy_factor_RegU_ERCOT,deploy_factor_RegD_ERCOT,deploy_factor_Spin_ERCOT,deploy_factor_NSpin_ERCOT,deploy_factor_ECRS_ERCOT
2408,0.6831,0.8019,0.9330,0.8462,0.9681
2409,0.6528,0.8163,0.9320,0.8797,0.9577
2410,0.6672,0.7425,0.9426,0.8892,0.9005
2411,0.6634,0.7327,0.9203,0.8921,0.9454
2412,0.6679,0.7645,0.9167,0.9194,0.9492
2413,0.6071,0.7911,0.9176,0.8939,0.9048
2414,0.6492,0.7759,0.9125,0.8961,0.9221
2415,0.6512,0.7675,0.9254,0.9020,0.9021
2416,0.6944,0.7207,0.9163,0.8480,0.8342
2417,0.7090,0.6317,0.8848,0.7921,0.8603
2418,0.7086,0.6208,0.8715,0.8577,0.8777
2419,0.7069,0.6966,0.8525,0.8995,0.8775
2420,0.7800,0.6569,0.8692,0.9059,0.8688
2421,0.7355,0.6760,0.9393,0.8749,0.8770
2422,0.7373,0.7065,0.9304,0.9148,0.8822
2423,0.7370,0.6837,0.8888,0.8639,0.8855
2424,0.6750,0.6734,0.8862,0.8910,0.8588
2425,0.6786,0.6673,0.8955,0.8871,0.8783
2426,0.6314,0.6737,0.9361,0.8743,0.8736
2427,0.6444,0.6976,0.9700,0.8580,0.8839
2428,0.6027,0.7174,0.9573,0.8713,0.9046
2429,0.6370,0.6798,0.9815,0.8299,0.9406
2430,0.6090,0.7299,0.9239,0.8689,0.9266
2431,0.6288,0.7208,0.9129,0.8952,0.8608
2432,0.5905,0.6380,0.9502,0.8943,0.8754
2433,0.6307,0.6130,0.9189,0.9136,0.8935
2434,0.6435,0.6208,0.8684,0.9129,0.8790
2435,0.6499,0.6145,0.8559,0.8952,0.9112
2436,0.6657,0.5955,0.8885,0.8810,0.8610
2437,0.6908,0.6145,0.8703,0.8706,0.8871
2438,0.6642,0.6775,0.8413,0.8816,0.9124
2439,0.6716,0.7018,0.8201,0.8940,0.9147
2440,0.6624,0.6702,0.8616,0.8847,0.9082
2441,0.7141,0.7359,0.9379,0.9192,0.9171
2442,0.6974,0.7561,0.9246,0.9371,0.9357
2443,0.6711,0.7089,0.9112,0.9697,0.9551
2444,0.6274,0.6748,0.9083,1.0000,0.8916
2445,0.6346,0.6768,0.8422,0.9683,0.9261
2446,0.6261,0.6980,0.8588,0.9507,0.9244
2447,0.6546,0.7348,0.8899,0.9146,0.9028
2448,0.6721,0.6776,0.8997,0.9494,0.9088
2449,0.6960,0.6816,0.9135,0.9428,0.9432
2450,0.6549,0.6935,0.9034,0.9351,0.9052
2451,0.5738,0.7041,0.8485,0.9083,0.9013
2452,0.6018,0.6861,0.8453,0.8834,0.9207
2453,0.6511,0.6994,0.8794,0.9321,0.8926
2454,0.6488,0.7219,0.8970,0.9082,0.8963
2455,0.7197,0.6621,0.9081,0.9191,0.8714
2456,0.7112,0.6699,0.9239,0.8582,0.9015
2457,0.6842,0.6060,0.9298,0.8295,0.9031
2458,0.7016,0.5778,0.9478,0.8772,0.8933
2459,0.7473,0.5575,0.9529,0.8926,0.8865
2460,0.7353,0.5552,0.9777,0.8852,0.8932
2461,0.7526,0.6018,0.9777,0.9115,0.8376
2462,0.7268,0.6066,0.9540,0.9312,0.8566
2463,0.7075,0.6566,0.9740,0.8971,0.8746
2464,0.7431,0.6708,0.9867,0.9113,0.8881
2465,0.6745,0.6842,0.9742,0.9278,0.8349
2466,0.6452,0.7218,0.9814,0.9582,0.8706
2467,0.6767,0.6781,0.9549,0.9352,0.8537
2468,0.6704,0.6890,0.9130,0.9492,0.8880
2469,0.6870,0.6938,0.9500,0.9246,0.9171
2470,0.7076,0.6907,0.9756,0.9514,0.9683
2471,0.6620,0.7350,0.8983,0.8956,0.9017
2472,0.6262,0.7433,0.8818,0.9261,0.9082
2473,0.6811,0.7134,0.9132,0.8835,0.8944
2474,0.6724,0.6843,0.8578,0.9293,0.8761
2475,0.6560,0.6832,0.9175,0.9032,0.8832
2476,0.6781,0.7224,0.9654,0.8758,0.8935
2477,0.7156,0.7379,0.9064,0.9196,0.9312
2478,0.7381,0.7395,0.9251,0.9391,0.9444
2479,0.7450,0.7065,0.9023,0.8843,0.8919
2480,0.7736,0.6912,0.8957,0.8774,0.9125
2481,0.7742,0.6180,0.8538,0.8958,0.9659
2482,0.7393,0.6634,0.8787,0.8626,0.9772
2483,0.7393,0.6890,0.8953,0.8706,0.9175
2484,0.7567,0.7794,0.8863,0.8652,0.9214
2485,0.7171,0.7700,0.9322,0.8986,0.9597
2486,0.6944,0.7921,0.9820,0.8782,0.9526
2487,0.7022,0.7864,0.9531,0.8605,0.9704
2488,0.7246,0.7673,0.9040,0.8476,0.9411
2489,0.7184,0.7675,0.8457,0.8330,0.9362
2490,0.7229,0.7687,0.9121,0.8431,0.8533
2491,0.6349,0.7538,0.8991,0.8485,0.9187
2492,0.7027,0.7604,0.9001,0.8229,0.9334
2493,0.7279,0.7963,0.8829,0.8679,0.9055
2494,0.7460,0.7799,0.8696,0.9164,0.9574
2495,0.7572,0.7999,0.8947,0.9070,0.9275
2496,0.7688,0.8182,0.8917,0.9011,0.9294
2497,0.7999,0.8049,0.8468,0.8834,0.9211
2498,0.8150,0.8127,0.8700,0.8635,0.8731
2499,0.8037,0.7243,0.8521,0.9020,0.8828
2500,0.8075,0.7049,0.8862,0.8946,0.8826
2501,0.7929,0.7021,0.8762,0.9044,0.8853
2502,0.7469,0.7064,0.8595,0.8905,0.9052
2503,0.7195,0.7316,0.8527,0.9020,0.8407
2504,0.7012,0.7023,0.8181,0.9255,0.8149
2505,0.6952,0.6568,0.8590,0.9894,0.8142
2506,0.6884,0.6660,0.9181,1.0000,0.8675
2507,0.6525,0.6345,0.9318,0.9402,0.8811
2508,0.6701,0.6305,0.9224,0.9368,0.8547
2509,0.7013,0.6029,0.9135,0.9422,0.8625
2510,0.6855,0.6730,0.8976,0.9380,0.8697
2511,0.6779,0.6848,0.8659,0.9089,0.8019
2512,0.7080,0.6713,0.9090,0.9007,0.8520
2513,0.7125,0.6499,0.8924,0.9159,0.8546
2514,0.7391,0.6443,0.8938,0.9058,0.8664
2515,0.7549,0.7072,0.9480,0.9320,0.9074
2516,0.7163,0.6560,0.9259,0.8770,0.9357
2517,0.7203,0.6565,0.9278,0.8541,0.9403
2518,0.7358,0.6727,0.9897,0.8298,0.9332
2519,0.7046,0.6447,0.9499,0.8729,0.9139
2520,0.6647,0.6259,0.9639,0.8802,0.9023
2521,0.6719,0.6079,0.9353,0.8576,0.9111
2522,0.6082,0.6315,0.9567,0.8143,0.8871
2523,0.5179,0.6654,0.9588,0.8361,0.8944
2524,0.5784,0.7055,1.0000,0.8830,0.9120
2525,0.5801,0.6918,0.9387,0.8989,0.9159
2526,0.5967,0.7098,0.9106,0.8761,0.9111
2527,0.6277,0.7421,0.8782,0.9029,0.9618
2528,0.6424,0.7445,0.8805,0.9225,0.8996
2529,0.6296,0.7370,0.9127,0.8727,0.8652
2530,0.7106,0.7078,0.8570,0.8880,0.9689
2531,0.7056,0.6796,0.8834,0.8704,0.9642
2532,0.7963,0.7310,0.8902,0.8609,0.9481
2533,0.7435,0.7151,0.8889,0.9266,0.9342
2534,0.7213,0.7089,0.8861,0.8616,0.8771
2535,0.7174,0.7919,0.8570,0.8640,0.8724
2536,0.7160,0.7624,0.9534,0.9049,0.8953
2537,0.7455,0.7364,0.8768,0.8269,0.8789
2538,0.6577,0.7353,0.8828,0.8915,0.9052
2539,0.7180,0.6760,0.8971,0.9135,0.8884
2540,0.6515,0.6636,0.9105,0.8761,0.8935
2541,0.6364,0.6497,0.9381,0.8722,0.9276
2542,0.6522,0.6355,0.9328,0.8970,0.8946
2543,0.6765,0.6946,0.9711,0.8641,0.8864
2544,0.6751,0.6690,0.9262,0.8355,0.9474
2545,0.6647,0.6526,0.9460,0.8358,0.9323
2546,0.6728,0.6597,0.9155,0.8958,0.9517
2547,0.6656,0.6426,0.8884,0.9540,0.9277
2548,0.7093,0.6451,0.9138,0.9446,0.9032
2549,0.7303,0.6441,0.8918,0.9321,0.9025
2550,0.7385,0.6463,0.7807,0.9438,0.9034
2551,0.7640,0.6127,0.8326,0.9329,0.9051
2552,0.7614,0.6549,0.8467,0.8961,0.9023
2553,0.7398,0.6765,0.9107,0.8594,0.9163
2554,0.6773,0.6707,0.9220,0.8662,0.9089
2555,0.7445,0.6842,0.9231,0.8451,0.8916
2556,0.7720,0.6723,0.9414,0.8246,0.9117
2557,0.7157,0.6753,0.9142,0.8827,0.9322
2558,0.7366,0.6180,0.9621,0.8806,0.9121
2559,0.7439,0.6522,0.9450,0.9194,0.8826
2560,0.7027,0.6275,0.9199,0.9064,0.9145
2561,0.7483,0.6377,0.9357,0.8609,0.9409
2562,0.7430,0.6618,0.9404,0.8568,0.9305
2563,0.6952,0.7299,0.9155,0.8568,0.9880
2564,0.6557,0.7523,0.9330,0.8662,1.0000
2565,0.6794,0.6713,0.9058,0.8675,1.0000
2566,0.6521,0.6557,0.9176,0.8773,0.9796
2567,0.6383,0.6569,0.8672,0.8895,0.9138
2568,0.6662,0.6543,0.8799,0.9307,0.8868
2569,0.6517,0.6074,0.8640,0.9411,0.8840
2570,0.6467,0.6553,0.8453,0.9611,0.8977
2571,0.6322,0.6773,0.8303,0.9117,0.8904
2572,0.6697,0.6604,0.8145,0.9007,0.9600
2573,0.7177,0.6500,0.8462,0.9252,0.9291
2574,0.6569,0.6623,0.8778,0.9109,0.8830
2575,0.6337,0.6990,0.8989,0.8864,0.9030
2576,0.5735,0.7127,0.8769,0.9208,0.8958
2577,0.6059,0.6883,0.8835,0.8593,0.9466
2578,0.6336,0.6823,0.8990,0.8708,0.9295
2579,0.6167,0.7042,0.9354,0.8759,0.8597
2580,0.6207,0.7129,0.9900,0.8892,0.8865
2581,0.6536,0.6718,0.9455,0.9536,0.9588
2582,0.7156,0.6486,0.9558,0.9733,0.9158
2583,0.6875,0.6932,0.9175,0.9603,0.9210
2584,0.6939,0.7260,0.8754,0.9441,0.9417
2585,0.7135,0.7378,0.8524,0.9089,0.9227
2586,0.7704,0.7531,0.8729,0.9436,0.9163
2587,0.7681,0.6934,0.8792,0.9107,0.9467
2588,0.8166,0.6329,0.9023,0.9061,0.8974
2589,0.7427,0.6270,0.8267,0.8878,0.9064
2590,0.7469,0.6705,0.8504,0.8777,0.8982
2591,0.7275,0.6696,0.8400,0.9265,0.9105
2592,0.7206,0.6661,0.7937,0.9199,0.9302
2593,0.6755,0.7666,0.8070,0.9070,0.9446
2594,0.7217,0.7589,0.8211,0.8944,0.9535
2595,0.7363,0.7392,0.8969,0.8826,0.9770
2596,0.7353,0.7160,0.8786,0.8664,0.9381
2597,0.6704,0.7321,0.8619,0.9034,0.8941
2598,0.7074,0.7385,0.8644,0.9117,0.9142
2599,0.6836,0.7318,0.9410,0.8553,0.8873
2600,0.6611,0.6883,0.9954,0.8433,0.8959
2601,0.6195,0.7063,0.9545,0.8310,0.8387
2602,0.6263,0.6806,0.9101,0.8456,0.8435
2603,0.6242,0.6554,0.9153,0.8741,0.8544
2604,0.6858,0.6610,0.8947,0.8708,0.8471
2605,0.6555,0.6844,0.9484,0.8584,0.9005
2606,0.6414,0.7022,0.9826,0.8269,0.8969
2607,0.6348,0.7929,0.9347,0.8867,0.9071
2608,0.6220,0.7870,0.9223,0.8590,0.8685
2609,0.5950,0.7542,0.9117,0.8796,0.8891
2610,0.6400,0.7200,0.8977,0.8608,0.9399
2611,0.6476,0.7064,0.9011,0.8695,0.9215
2612,0.6412,0.6928,0.8821,0.9240,0.9096
2613,0.6326,0.7481,0.9162,0.9626,0.8636
2614,0.6518,0.7063,0.9554,0.9710,0.9109
2615,0.6410,0.6912,0.9685,0.9292,0.9314
2616,0.6518,0.7495,0.9242,0.9340,0.9347
2617,0.6785,0.7686,0.9166,0.9085,0.9313
2618,0.6947,0.7332,0.9157,0.8760,0.9492
2619,0.7438,0.7872,0.9280,0.8925,0.9056
2620,0.7667,0.7045,0.8969,0.8951,0.8661
2621,0.7629,0.6962,0.8773,0.8687,0.8745
2622,0.7616,0.6931,0.8781,0.8624,0.8893
2623,0.8133,0.7117,0.8686,0.8979,0.9225
2624,0.7615,0.6822,0.9203,0.8671,0.9413
2625,0.7644,0.6648,0.9622,0.8940,0.9664
2626,0.7214,0.6599,0.9672,0.8889,0.9491
2627,0.7444,0.6574,0.9604,0.8579,0.9724
2628,0.7558,0.7405,0.9759,0.8666,0.9583
2629,0.7352,0.7830,0.9535,0.8767,0.9331
2630,0.7707,0.7254,0.9593,0.8590,0.9216
2631,0.7570,0.7157,0.8881,0.8784,0.9220
2632,0.7555,0.6465,0.8999,0.9150,0.9220
2633,0.6893,0.6400,0.9093,0.9658,0.9843
2634,0.7668,0.6450,0.8797,0.9754,0.9651
2635,0.7175,0.6303,0.9150,0.9714,0.9301
2636,0.6722,0.6078,0.8822,0.9603,0.9272
2637,0.6991,0.6166,0.8456,0.9658,0.8930
2638,0.7050,0.5954,0.8841,1.0000,0.9067
2639,0.6528,0.6285,0.8960,0.9781,0.9064
2640,0.6347,0.6487,0.8980,0.9445,0.9036
2641,0.6357,0.5981,0.8926,0.9291,0.8750
2642,0.6252,0.6328,0.9223,0.9074,0.8991
2643,0.6484,0.6115,0.8887,0.9262,0.8564
2644,0.6909,0.6322,0.9081,0.9252,0.8527
2645,0.7662,0.6082,0.8702,0.9557,0.8704
2646,0.7005,0.6689,0.8691,0.9346,0.8453
2647,0.6982,0.6812,0.8928,0.8843,0.8684
2648,0.7014,0.7003,0.8884,0.8914,0.8990
2649,0.7034,0.6482,0.9002,0.9012,0.9351
2650,0.7093,0.6551,0.9224,0.9115,0.9232
2651,0.7100,0.6900,0.9235,0.9310,0.9183
2652,0.7465,0.7814,0.9027,0.9285,0.9385
2653,0.7491,0.7941,0.8696,0.9028,0.9009
2654,0.6878,0.8179,0.8672,0.9153,0.8971
2655,0.6466,0.8132,0.9327,0.9034,0.8921
2656,0.6887,0.7505,0.8948,0.8732,0.8895
2657,0.7076,0.7341,0.8693,0.8679,0.8822
2658,0.6967,0.7800,0.8134,0.8448,0.8821
2659,0.7132,0.7608,0.8264,0.8826,0.8917
2660,0.7307,0.7850,0.8429,0.8759,0.8843
2661,0.7575,0.7491,0.8308,0.8709,0.8524
2662,0.7371,0.7248,0.8165,0.8747,0.8775
2663,0.7554,0.6686,0.8180,0.9038,0.8816
2664,0.7388,0.7322,0.8087,0.9400,0.8740
2665,0.6811,0.6887,0.8122,0.9430,0.8884
2666,0.6982,0.6862,0.8409,0.9426,0.8738
2667,0.7408,0.6754,0.8558,0.8895,0.8772
2668,0.7577,0.6723,0.8464,0.8637,0.8741
2669,0.7849,0.6367,0.8330,0.8996,0.9140
2670,0.7719,0.6148,0.8721,0.8953,0.9211
2671,0.7278,0.6114,0.8021,0.9129,0.8962
2672,0.7280,0.6607,0.8565,0.9476,0.9624
2673,0.7093,0.6820,0.9211,0.9685,0.9833
2674,0.7182,0.6540,0.9027,0.9271,0.9830
2675,0.7161,0.7473,0.8804,0.9286,0.9851
2676,0.7468,0.7163,0.9548,0.8864,0.9552
2677,0.6903,0.6652,0.9560,0.8990,0.9399
2678,0.6145,0.6409,0.8947,0.9005,0.9773
2679,0.6362,0.6654,0.8892,0.9381,1.0000
2680,0.6385,0.6449,0.8621,0.9130,1.0000
2681,0.6349,0.6879,0.8614,0.8990,0.9836
2682,0.6258,0.6258,0.8494,0.9043,0.9589
2683,0.6411,0.6647,0.8986,0.8872,0.9631
2684,0.6679,0.6433,0.9155,0.8617,0.9638
2685,0.6934,0.6929,0.9304,0.9098,0.9653
2686,0.5999,0.6571,0.8857,0.9811,0.9340
2687,0.6187,0.6777,0.8728,0.9837,0.9577
2688,0.5773,0.7156,0.8349,0.9715,0.9366
2689,0.6343,0.6828,0.8161,0.9520,0.9465
2690,0.6696,0.6699,0.8543,0.9461,0.9181
2691,0.6408,0.6501,0.8579,0.9776,0.8929
2692,0.6569,0.6830,0.8602,0.9676,0.8938
2693,0.5997,0.7138,0.9020,0.9713,0.8443
2694,0.6366,0.6287,0.9313,0.9290,0.8940
2695,0.6657,0.6487,0.9455,0.9289,0.8975
2696,0.6986,0.6541,0.9267,0.8892,0.9130
2697,0.7196,0.6627,0.9093,0.8907,0.8973
2698,0.6973,0.7079,0.9020,0.8997,0.9295
2699,0.6636,0.7161,0.8888,0.9361,0.8886
2700,0.6485,0.6790,0.8710,0.9154,0.9169
2701,0.6558,0.6819,0.8134,0.9383,0.9107
2702,0.6235,0.7463,0.8379,0.9307,0.9367
2703,0.6289,0.7491,0.9077,0.9437,0.9676
2704,0.6332,0.6971,0.8816,0.9082,0.9461
2705,0.6853,0.6684,0.8840,0.9043,0.9203
2706,0.7043,0.6840,0.8917,0.9259,0.9576
2707,0.6793,0.6594,0.9348,0.9401,0.9621
2708,0.6936,0.6324,0.9537,0.9849,0.9438
2709,0.7091,0.6557,0.9261,1.0000,0.9442
2710,0.6492,0.7013,0.8867,1.0000,0.8928
2711,0.7297,0.6744,0.9215,0.9551,0.9200
2712,0.7170,0.6442,0.9499,0.9133,0.9344
2713,0.6832,0.6395,0.9347,0.8797,0.8887
2714,0.6876,0.6533,0.9256,0.8700,0.9032
2715,0.6597,0.6876,0.9508,0.8660,0.9246
2716,0.6100,0.7165,0.9135,0.8990,0.9231
2717,0.6488,0.6929,0.9165,0.8697,0.9198
2718,0.6616,0.7010,0.8653,0.8844,0.8739
2719,0.6788,0.6424,0.8736,0.9322,0.8871
2720,0.6272,0.6436,0.8795,0.9970,0.9220
2721,0.6585,0.6253,0.8607,1.0000,0.9079
2722,0.6602,0.5937,0.8427,1.0000,0.9096
2723,0.6273,0.6555,0.8377,1.0000,0.9219
2724,0.6131,0.6232,0.8108,1.0000,0.9813
2725,0.6848,0.6742,0.7952,1.0000,0.9536
2726,0.6736,0.7481,0.8368,0.9786,0.9722
2727,0.7304,0.7022,0.8698,0.9470,0.9485
2728,0.6917,0.7007,0.8974,0.9539,0.9540
2729,0.6744,0.7086,0.9603,0.9270,0.8913
2730,0.6662,0.7469,0.9587,0.8904,0.8793
2731,0.6996,0.7578,0.9332,0.8855,0.8275
2732,0.7079,0.7468,0.9522,0.9053,0.8163
2733,0.7118,0.7358,0.9252,0.8620,0.8390
2734,0.7437,0.6995,0.9671,0.8548,0.9017
2735,0.7542,0.7308,0.9678,0.8505,0.9241
2736,0.6968,0.7456,1.0000,0.8233,0.9571
2737,0.7294,0.7688,0.9528,0.8592,0.8964
2738,0.6872,0.7464,0.9302,0.8355,0.9263
2739,0.7228,0.7482,0.9320,0.8804,0.9292
2740,0.7324,0.7619,0.9595,0.8426,0.9355
2741,0.7442,0.7077,0.9150,0.8827,0.9196
2742,0.7197,0.7492,0.9298,0.8949,0.9088
2743,0.6792,0.7605,0.9349,0.9301,0.9193
2744,0.6788,0.7029,0.9129,0.9282,0.9359
2745,0.6933,0.6603,0.8520,0.8975,0.8977
2746,0.7139,0.6786,0.9232,0.9128,0.8590
2747,0.6936,0.7588,0.9121,0.9414,0.9113
2748,0.6725,0.7428,0.8841,0.9707,0.9666
2749,0.6680,0.7619,0.8714,0.9425,0.9845
2750,0.7018,0.7402,0.8884,0.9436,0.9977
2751,0.6412,0.7338,0.8932,0.9085,0.9867
2752,0.6450,0.7590,0.8820,0.8680,0.9293
2753,0.6341,0.7855,0.9048,0.8549,0.9245
2754,0.6653,0.7419,0.8954,0.8592,0.9187
2755,0.7087,0.7268,0.8498,0.8505,0.9403
2756,0.6524,0.6924,0.8859,0.8876,0.9118
2757,0.6736,0.7058,0.8679,0.8908,0.9408
2758,0.7089,0.7109,0.8660,0.8748,0.9352
2759,0.6742,0.6764,0.8548,0.9119,0.9135
2760,0.7122,0.6818,0.8647,0.9210,0.8865
2761,0.6764,0.7204,0.8458,0.9263,0.8529
2762,0.7014,0.7238,0.8567,0.9036,0.9398
2763,0.7401,0.6867,0.9015,0.8890,0.8871
2764,0.7060,0.7003,0.9391,0.8686,0.8737
2765,0.6958,0.6836,0.9004,0.8734,0.9200
2766,0.7339,0.6933,0.9125,0.8661,0.8872
2767,0.6475,0.6400,0.9291,0.8610,0.8650
2768,0.6754,0.6751,0.9212,0.8621,0.9196
2769,0.7408,0.7116,0.9020,0.8689,0.8798
2770,0.6324,0.6643,0.8656,0.9072,0.8928
2771,0.6833,0.6817,0.8991,0.9614,0.9164
2772,0.7145,0.6580,0.9217,0.9240,0.9460
2773,0.7095,0.6936,0.9099,0.9242,0.9522
2774,0.7211,0.7095,0.8909,0.9107,0.9668
2775,0.7246,0.7466,0.8716,0.9024,0.9209
2776,0.7010,0.7800,0.8118,0.8775,0.8924
2777,0.7420,0.7511,0.8063,0.8694,0.9079
2778,0.7324,0.7436,0.8371,0.9221,0.8944
2779,0.7384,0.7939,0.8451,0.9513,0.8872
2780,0.6978,0.7047,0.7871,0.8919,0.8841
2781,0.6205,0.6621,0.8595,0.9071,0.8680
2782,0.5989,0.7034,0.8346,0.9295,0.9141
2783,0.6823,0.6709,0.8628,0.9322,0.9202
2784,0.7077,0.7315,0.9269,0.8921,0.9168
2785,0.6916,0.6959,0.9130,0.8950,0.9200
2786,0.7125,0.7164,0.9265,0.9111,0.9112
2787,0.7239,0.7213,0.9422,0.9407,0.8843
2788,0.6585,0.7129,0.8943,0.8852,0.8495
2789,0.6961,0.7227,0.9037,0.8777,0.8844
2790,0.6333,0.7259,0.8688,0.8792,0.9480
2791,0.6272,0.7389,0.8539,0.8614,0.9776
2792,0.6107,0.7807,0.8555,0.8859,0.9375
2793,0.6372,0.7862,0.8391,0.8779,0.8725
2794,0.6582,0.8048,0.8386,0.8653,0.9152
2795,0.5673,0.7717,0.8417,0.8628,0.9262
2796,0.6378,0.7079,0.8625,0.8197,0.9673
2797,0.6537,0.6754,0.8827,0.7850,0.9304
2798,0.6961,0.7362,0.9233,0.8544,0.9514
2799,0.6981,0.7921,0.9119,0.8808,0.9252
2800,0.7044,0.7345,0.9135,0.9265,0.8613
2801,0.6556,0.7010,0.9682,0.9798,0.8775
2802,0.6395,0.6904,0.9390,0.9256,0.9086
2803,0.6458,0.6926,0.9810,0.9407,0.9157
2804,0.6810,0.7378,0.9872,0.8796,0.9579
2805,0.6702,0.7617,0.9581,0.8648,0.9566
2806,0.6529,0.7097,0.8998,0.8822,0.9059
2807,0.6332,0.6680,0.8921,0.9147,0.9153
2808,0.6600,0.6282,0.8471,0.9155,0.9383
2809,0.6659,0.6158,0.8643,0.9064,0.9428
2810,0.6440,0.5891,0.9392,0.9187,0.8990
2811,0.6500,0.6398,0.9191,0.9098,0.9160
2812,0.6360,0.6102,0.9339,0.9064,0.8625
2813,0.6176,0.6385,0.9180,0.9031,0.8107
2814,0.5827,0.6073,0.9461,0.9366,0.8514
2815,0.5634,0.7258,0.9002,0.9653,0.8539
2816,0.5920,0.7364,0.8992,0.9464,0.8675
2817,0.5485,0.7580,0.8616,0.9211,0.8671
2818,0.5541,0.7336,0.9124,0.8749,0.8583
2819,0.6081,0.7501,0.9101,0.8936,0.8967
2820,0.6612,0.7259,0.9218,0.9182,0.9451
2821,0.6822,0.7778,0.9304,0.9394,0.9078
2822,0.7133,0.7251,0.8793,0.9819,0.8921
2823,0.7110,0.7186,0.8480,0.8956,0.9081
2824,0.6735,0.7069,0.8806,0.9653,0.8680
2825,0.7022,0.6609,0.8966,0.9387,0.8233
2826,0.7180,0.7024,0.9085,0.9042,0.8286
2827,0.6960,0.6705,0.9275,0.9176,0.8390
2828,0.6761,0.6227,0.9140,0.9124,0.8747
2829,0.6799,0.6623,0.8950,0.8773,0.8657
2830,0.7221,0.6204,0.8545,0.8652,0.8864
2831,0.7047,0.6593,0.9078,0.8743,0.8223
2832,0.6023,0.7034,0.9076,0.8690,0.7874
2833,0.6385,0.6664,0.8598,0.8947,0.8614
2834,0.6152,0.6977,0.8394,0.8611,0.8811
2835,0.6489,0.6627,0.8530,0.9269,0.8815
2836,0.6738,0.6581,0.8722,0.9715,0.8933
2837,0.7309,0.6668,0.9141,1.0000,0.9114
2838,0.7207,0.6326,0.9264,0.9618,0.8962
2839,0.7327,0.6075,0.8813,0.9819,0.9158
2840,0.7299,0.6666,0.8894,0.9745,0.9576
2841,0.7525,0.6026,0.8838,0.9370,0.9253
2842,0.6225,0.6126,0.8843,0.9361,0.9664
2843,0.6172,0.6403,0.9166,0.9485,0.9501
2844,0.6273,0.6704,0.9502,0.9549,0.9100
2845,0.6450,0.7240,0.9742,0.9117,0.9247
2846,0.6168,0.7443,0.9583,0.9123,0.8806
2847,0.6452,0.7434,0.9603,0.8456,0.8716
2848,0.6868,0.7289,0.9478,0.8472,0.8653
2849,0.6666,0.7098,0.9188,0.8454,0.8703
2850,0.6416,0.6971,0.8800,0.8792,0.8548
2851,0.6678,0.6896,0.8502,0.9309,0.8811
2852,0.6802,0.7057,0.8777,0.9977,0.8694
2853,0.6924,0.6889,0.8967,0.9710,0.9416
2854,0.6457,0.7182,0.9118,0.9363,0.9669
2855,0.7490,0.7212,0.9314,0.9826,0.9212
2856,0.6558,0.6806,0.9641,0.9561,0.8829
2857,0.6945,0.6856,0.9582,0.9472,0.8490
2858,0.6718,0.6871,0.9322,0.9394,0.8333
2859,0.7788,0.6803,0.8833,0.9196,0.8971
2860,0.7759,0.6977,0.8988,0.9051,0.8874
2861,0.7946,0.6440,0.8796,0.9283,0.8727
2862,0.7902,0.6439,0.8652,0.9672,0.8891
2863,0.6887,0.6520,0.8635,0.9825,0.9080
2864,0.6949,0.6459,0.8859,0.9281,0.9162
2865,0.7081,0.6666,0.8948,0.9594,0.9413
2866,0.7221,0.6611,0.9387,0.9512,0.9358
2867,0.7566,0.6572,0.9148,0.8959,0.8859
2868,0.7516,0.6637,0.8716,0.8942,0.9544
2869,0.7670,0.6422,0.8461,0.8835,0.9839
2870,0.7267,0.6145,0.8104,0.8662,1.0000
2871,0.6620,0.6975,0.8567,0.8725,0.9820
2872,0.6396,0.6815,0.8914,0.8740,0.9514
2873,0.6283,0.6810,0.8741,0.9027,0.9469
2874,0.6135,0.7237,0.8652,0.8569,0.9616
2875,0.5919,0.7286,0.8844,0.8797,0.9374
2876,0.5840,0.6978,0.8551,0.9155,0.9915
2877,0.5951,0.6372,0.8420,0.9018,0.9894
2878,0.5844,0.6009,0.8639,0.9284,0.9715
2879,0.6957,0.5899,0.8980,0.9092,0.9528
2880,0.6500,0.5982,0.8884,0.9010,0.9525
2881,0.6758,0.6401,0.8452,0.8225,0.9643
2882,0.6631,0.6230,0.8582,0.8612,0.9278
2883,0.6892,0.6090,0.8604,0.8795,0.9295
2884,0.6835,0.6658,0.8542,0.8776,0.9295
2885,0.7156,0.7320,0.8777,0.9108,0.9177
2886,0.6988,0.7405,0.8889,0.9055,0.9376
2887,0.7020,0.7261,0.8466,0.8884,0.9137
2888,0.6279,0.7144,0.8298,0.8919,0.9227
2889,0.5981,0.6784,0.8570,0.9235,0.8919
2890,0.5690,0.7156,0.8744,0.9226,0.8632
2891,0.6486,0.7138,0.8878,0.8568,0.9176
2892,0.6911,0.6782,0.8914,0.8663,0.8814
2893,0.6996,0.6628,0.8989,0.7916,0.9118
2894,0.7345,0.7030,0.8919,0.8540,0.9019
2895,0.6931,0.6750,0.9043,0.8310,0.9326
2896,0.7442,0.6582,0.8712,0.8748,0.9331
2897,0.7376,0.7545,0.8633,0.8883,0.9057
2898,0.7213,0.7145,0.8814,0.9006,0.8998
2899,0.7504,0.7212,0.9333,0.9263,0.9641
2900,0.7710,0.7045,0.9021,0.9003,0.9468
2901,0.7079,0.7879,0.8598,0.9086,0.9369
2902,0.7349,0.8088,0.8598,0.9070,0.9104
2903,0.7214,0.7942,0.8698,0.8795,0.9088
