HourOfYear,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
2675,8.9866,0.3871,8.4033,0.6227,7.4684,-0.2062,12.5348,0.0442,0.9155,0.2277,2.3692,-0.0500
2676,6.9954,0.3353,7.2268,-0.1535,21.7942,0.2680,5.0289,0.3498,4.7394,-0.0931,2.4047,-0.1947
2677,8.9704,-0.1824,13.9621,-0.3561,16.2776,-0.4129,14.8892,0.5113,3.6126,-0.0728,2.7991,0.2142
2678,11.7499,-0.1980,8.6163,-0.2405,4.2938,0.3169,12.0768,0.0378,3.1541,-0.4101,1.8099,0.0076
2679,13.8599,0.1683,13.9089,0.0857,12.6327,0.4147,20.4407,0.2494,4.6075,-0.0188,2.9280,-0.2501
2680,12.0713,0.2544,14.7233,-0.2116,8.4394,0.3444,11.2303,-0.2746,3.1087,0.4020,3.3509,0.3503
2681,18.4793,-0.0629,18.6411,0.2307,12.6739,0.1851,12.8900,-0.0410,4.1952,0.0492,3.4512,0.4352
2682,7.1464,0.2446,8.9508,-0.4856,9.6557,-0.0284,14.5374,-0.2474,4.6456,0.0974,3.5024,0.2247
2683,13.2187,0.4161,15.5846,0.1677,19.4496,-0.1464,10.6955,-0.2949,3.6843,0.3959,2.9387,-0.3316
2684,7.1165,0.0825,11.9438,-0.2196,17.0941,0.0914,9.0600,0.3060,4.3504,0.1187,4.1243,-0.2459
2685,11.7205,-0.2573,17.7878,0.2781,16.7118,0.0501,19.8023,-0.3760,3.2692,0.1234,3.0818,0.1898
2686,12.4077,0.1964,14.8085,-0.2806,6.7207,0.1567,25.5503,-0.4928,3.5327,-0.3819,3.8503,0.1960
2687,10.8561,0.0358,14.2406,0.0828,9.6251,0.0705,16.8818,0.3947,1.7544,0.0353,1.3984,-0.4615
2688,3.6389,-0.0804,7.2567,0.2476,3.0000,-0.1747,11.8800,-0.1081,1.7454,-0.0404,2.0066,-0.4860
2689,10.5689,0.1879,10.2676,-0.2205,5.5376,0.1832,11.9671,0.1907,2.8381,0.1162,2.8726,0.0893
2690,10.4457,0.3018,11.6636,-0.1254,13.6134,-0.0656,12.7246,-0.0686,4.4071,0.0560,2.2259,-0.5780
2691,11.6706,0.0465,7.2925,-0.1988,7.8047,0.1976,16.3925,0.0209,4.0532,0.1450,2.1952,0.2478
2692,5.1282,-0.5698,11.4494,0.1639,8.3076,0.3772,11.8371,-0.2659,3.9067,0.0869,2.4824,-0.0354
2693,13.8362,0.0300,14.9204,0.2028,14.9279,0.1375,13.7136,0.1425,1.2960,-0.2284,1.5028,-0.0023
2694,2.0000,0.0567,7.6189,-0.6154,14.8014,-0.1068,6.4721,-0.1204,1.5410,-0.2034,1.9585,-0.0910
2695,6.1091,0.6465,7.8604,0.0310,14.4435,0.0520,11.9994,-0.0340,0.5000,-0.4724,2.9348,-0.3501
2696,11.5886,0.0324,9.3077,-0.0452,11.1089,0.1677,6.7804,0.2408,1.8691,0.2241,1.2511,0.2776
2697,12.0421,-0.0428,15.5605,-0.0115,10.5023,-0.2732,11.8806,-0.1247,2.3075,0.2032,3.1021,-0.2923
2698,14.2138,0.1725,9.0893,0.2767,9.4750,-0.0120,11.2721,-0.0361,2.1490,-0.4830,2.3799,0.0870
2699,12.0981,-0.0750,16.3872,0.0744,10.5411,-0.1144,18.8766,0.2821,4.6404,0.6120,4.5710,-0.4586
2700,12.1336,-0.1715,14.7579,-0.2514,10.2567,0.3866,12.0938,0.0384,3.2356,-0.4115,3.0844,-0.1637
2701,13.4282,-0.3986,13.4294,-0.0132,3.0000,-0.2361,18.1951,-0.0761,5.5750,0.5334,3.9147,0.0929
2702,5.9114,-0.1489,18.6116,0.4530,14.5397,0.0159,15.1692,0.2284,2.3374,-0.3340,3.7252,0.4719
2703,10.8431,-0.4769,11.6234,0.0983,25.2694,0.1814,19.7736,-0.4564,3.7748,-0.0756,4.0547,-0.4965
2704,9.7500,0.0708,7.9940,-0.3083,10.7639,-0.0675,10.9206,0.1926,4.4753,0.4012,2.3377,0.2670
2705,15.6036,0.0540,10.6391,-0.2202,13.8228,-0.2679,14.0580,0.0534,3.1421,-0.3401,3.0559,-0.0482
2706,17.1951,0.1741,12.6970,0.0642,15.6187,0.0230,19.1445,0.1528,3.5998,-0.1826,4.1192,-0.3282
2707,18.0665,-0.2578,13.2947,-0.2111,21.0821,0.1420,17.7374,-0.2629,2.6737,0.0058,3.3552,-0.0448
2708,13.8526,-0.3597,14.4562,-0.2698,18.5242,0.3773,23.2801,-0.0113,3.8472,-0.2229,2.5528,0.0517
2709,14.2293,0.5144,12.7261,0.0622,10.6468,0.0345,21.0099,-0.1891,3.0520,-0.0272,4.1959,0.0806
2710,12.9110,-0.0197,14.1467,0.2682,8.5644,-0.0933,19.6239,-0.1325,4.0762,-0.0945,3.5862,-0.1168
2711,8.9581,0.1750,10.2962,-0.1998,16.4096,-0.0412,7.5014,-0.0609,0.9407,-0.2558,1.9496,-0.1950
2712,8.5936,0.0332,13.7247,-0.2694,19.0364,0.1570,8.6350,0.2851,3.1172,0.0811,2.2962,0.1975
2713,7.1901,0.1862,11.6373,-0.1280,11.4387,0.1857,6.6303,-0.1960,3.6180,0.0775,1.3961,0.0612
2714,4.8506,0.0570,12.8473,0.0027,9.4245,0.2007,6.8264,0.3721,2.4443,0.3276,1.8104,-0.1757
2715,12.2459,-0.2005,11.7194,0.1796,16.0525,-0.1158,8.6834,-0.0471,1.8317,0.2033,2.6365,0.1499
2716,6.8237,0.1355,10.3523,0.1961,4.5595,0.3319,11.6593,0.0800,2.0623,-0.0315,4.2858,0.4144
2717,7.8774,0.0760,17.9720,-0.1499,11.8540,-0.1686,5.9024,0.1681,3.2916,0.0099,3.4617,-0.1077
2718,4.2139,-0.4206,9.4117,0.0492,3.3973,0.0587,12.0501,-0.1624,1.5707,0.0565,3.5595,-0.3455
2719,6.5991,0.0736,12.3543,-0.4377,9.5315,-0.1862,16.7317,0.2094,3.7176,-0.3381,2.5332,-0.4326
2720,9.2541,-0.0968,10.4320,-0.0872,10.5466,-0.2769,22.9387,-0.1743,2.0362,0.0893,2.7933,0.1832
2721,7.1913,-0.1667,11.0560,-0.2313,8.8288,0.1555,26.1079,0.0877,4.2708,-0.3288,4.3520,0.1268
2722,18.2988,0.2438,9.9450,-0.3610,6.2736,0.2676,10.8951,-0.3422,4.0065,-0.2247,4.2252,0.0146
2723,6.2727,-0.0180,12.6870,0.2859,7.5480,-0.4705,17.3323,-0.1463,3.7835,0.1224,3.1564,-0.2427
2724,16.0466,-0.0104,12.1775,-0.3161,6.2789,-0.3550,19.7041,-0.0704,3.7639,0.4924,3.2558,0.0309
2725,12.9512,0.0223,8.2201,0.2547,7.7390,0.4399,20.4146,0.0435,3.6079,-0.0963,2.3776,0.3107
2726,10.4564,-0.0081,10.7664,0.5114,15.5585,-0.5601,13.6324,-0.3138,3.2398,0.4527,4.7472,0.1596
2727,12.4032,-0.0244,17.4237,-0.2644,17.5315,-0.1254,13.2445,0.1445,3.9846,-0.2527,4.4616,-0.2800
2728,13.5925,0.3640,15.6814,-0.0075,18.8058,0.7467,19.0450,-0.1887,3.8731,0.1254,4.5347,-0.1458
2729,12.7195,-0.1711,5.3052,0.0604,24.1391,-0.3529,11.4108,-0.2342,3.2329,0.2988,5.5576,-0.0995
2730,9.2375,-0.4342,10.0926,0.3015,16.2831,0.1241,8.5594,-0.1363,3.1464,0.0666,1.9563,0.2476
2731,15.0000,0.0112,10.0762,0.1602,13.5413,0.0840,13.7337,-0.0688,2.5010,0.1525,3.4536,0.0712
2732,12.5878,-0.2349,7.8367,0.0138,20.3459,0.0137,18.0330,-0.1305,2.8691,0.3660,3.4431,-0.0637
2733,8.2812,-0.2742,12.0879,-0.0043,11.6000,-0.1616,6.4393,-0.0946,2.1739,0.0237,3.9550,0.1783
2734,9.5492,-0.0039,14.5097,-0.2126,19.9871,-0.0487,8.7625,0.6573,1.8566,-0.3525,3.4564,-0.0596
2735,16.8552,0.0687,9.7274,0.2339,17.6029,0.0998,11.0940,-0.3344,2.5113,0.5756,3.3287,0.2968
2736,10.9791,-0.0434,8.6445,0.1622,21.8432,0.1842,4.2811,0.1582,3.3778,0.3677,2.1023,-0.0242
2737,10.1212,-0.1142,9.1902,0.2504,6.1667,-0.1245,13.1058,-0.6327,3.3690,0.0714,2.7997,-0.0914
2738,9.1133,-0.0501,4.9563,-0.0539,9.8377,0.1484,5.2465,0.3237,2.6097,-0.0513,0.8309,0.5765
2739,10.0210,-0.0127,17.4480,0.0911,13.7220,-0.0386,16.4220,-0.2000,2.7267,0.0973,2.2669,-0.2898
2740,10.9652,-0.0007,12.8511,0.1833,17.1101,-0.0599,3.9166,0.2251,4.0625,-0.1371,3.7912,-0.1345
2741,9.1295,-0.4481,10.4573,-0.3033,6.0917,0.0663,14.4272,0.0695,3.2283,-0.0593,3.0191,0.2806
2742,11.3772,0.2185,8.0024,0.3237,13.8036,0.0676,11.8738,-0.2399,2.0805,-0.0276,3.1038,0.0341
2743,10.8211,-0.3644,6.0039,0.1670,12.6882,0.4128,15.9586,0.1478,3.0832,0.3412,0.6607,-0.0829
2744,6.8983,-0.1678,8.1341,-0.3312,9.3119,-0.3521,12.4114,-0.1846,3.2084,0.0585,0.5000,0.7135
2745,10.0572,-0.3886,11.7886,-0.3146,3.0000,0.2766,5.0982,0.1685,2.5230,0.1137,2.0729,0.2235
2746,7.6477,0.0418,8.5427,0.0709,20.8694,0.3595,13.7625,0.4208,2.7624,0.2242,1.8517,-0.2692
2747,8.3175,-0.1776,11.0905,0.5660,11.6523,0.2931,17.8721,-0.3598,2.9684,0.3158,2.7013,-0.1333
2748,10.5743,-0.0460,10.8141,-0.0224,7.4536,0.0775,18.3712,-0.2446,3.2286,-0.2120,3.7235,-0.1388
2749,12.9410,-0.1857,22.0716,0.2150,10.5628,-0.3503,12.1736,0.0435,4.0956,0.4319,5.4809,-0.2005
2750,13.8802,-0.2635,10.2470,-0.0596,14.9122,-0.3121,15.6635,-0.2062,4.6131,-0.1270,2.9223,-0.0926
2751,7.2763,-0.6275,10.3546,0.0193,15.9293,-0.3231,11.5742,0.0725,4.4310,-0.0767,4.0022,0.0611
2752,16.1275,-0.1479,8.2519,0.2454,13.2976,-0.2002,8.7930,-0.0535,4.0303,-0.2020,4.0982,0.0456
2753,13.5212,-0.3025,10.3010,0.2966,16.7826,0.2461,9.8311,0.1782,4.0749,-0.6387,3.6461,-0.1323
2754,10.2915,0.1299,19.4856,-0.1843,12.5619,0.2798,12.4658,-0.1831,4.5080,0.3132,3.1999,0.0282
2755,11.6702,0.5202,14.0988,-0.0435,5.6452,0.1925,10.2951,0.2662,2.6669,-0.0761,3.8945,-0.2804
2756,12.4533,0.4575,16.3070,-0.2131,16.8931,0.3058,17.0933,-0.1266,2.2213,0.3212,3.5592,-0.1911
2757,2.0000,-0.0203,13.4136,0.0877,9.5690,0.0875,13.3230,0.2004,4.6338,0.1908,3.9950,0.2199
2758,7.2065,-0.1978,9.9399,0.0479,10.0897,-0.0320,8.8087,0.4919,1.8713,0.1901,2.7642,-0.2513
2759,13.7774,-0.4875,12.3985,-0.2405,7.6122,-0.0437,15.9880,-0.1349,4.2553,-0.0102,1.8797,-0.2655
2760,9.4147,-0.1047,8.4201,0.0010,11.7847,0.0828,14.4014,0.1628,3.3903,-0.1525,3.9866,0.1427
2761,10.6089,-0.2280,12.8260,0.2594,6.9696,-0.3405,13.7221,0.1400,2.8054,0.2323,2.4970,0.0797
2762,9.1321,-0.1843,12.5230,0.0593,9.2465,0.0503,7.5259,0.0833,3.1991,-0.0035,3.9412,0.0916
2763,12.6639,-0.4080,13.5094,-0.2387,16.7327,-0.3472,9.1152,-0.1775,2.1881,-0.0225,1.9681,0.0775
2764,8.0064,0.1757,8.6078,0.0802,15.7063,0.0716,5.8671,-0.4319,1.4541,-0.2835,1.0138,0.0375
2765,8.8738,0.1273,13.4688,-0.1248,5.9737,-0.2112,9.7756,-0.4043,4.5093,0.1510,2.6478,0.0857
2766,10.8900,-0.2289,6.9763,0.0454,13.1127,0.0705,8.6392,-0.2703,3.1155,0.2784,2.8734,-0.0307
2767,12.3691,0.2140,12.0231,-0.4113,13.7215,0.3105,8.0348,0.2301,4.0451,-0.7680,1.4934,0.1087
2768,13.9245,0.0149,11.2704,0.1634,11.3096,-0.1538,9.5850,-0.1559,1.1611,-0.3654,0.5000,-0.0476
2769,9.0621,0.1326,7.9233,0.2320,8.5408,0.1589,10.0386,0.0474,0.5000,-0.0085,3.6137,-0.0504
2770,9.1495,0.1935,7.3215,-0.3351,5.5499,-0.0006,16.3768,-0.2881,1.2420,-0.3122,2.9399,0.1052
2771,10.5661,0.0912,10.7728,0.0710,15.9825,0.2057,21.4661,0.0839,0.8901,0.0540,1.7925,0.0137
2772,14.9942,-0.2052,11.1996,-0.2080,15.7297,-0.0585,8.6547,-0.1944,3.5702,0.2848,1.4482,-0.4154
2773,14.1145,0.2623,9.8972,0.1966,12.0869,0.1749,14.2425,-0.0839,2.8893,-0.2994,3.2025,0.5229
2774,9.6236,0.1932,7.1652,0.1088,9.3565,0.1926,10.9738,-0.1586,3.4689,-0.1021,2.1945,0.1161
2775,7.2537,0.1968,14.6223,0.2938,9.6780,0.0550,12.5554,-0.0878,3.6837,0.1082,2.6576,0.1238
2776,15.7228,-0.3323,15.3035,0.3283,3.0000,-0.8608,9.6463,-0.2261,3.3927,0.1019,2.2668,-0.1184
2777,16.1337,-0.3667,18.7710,-0.0831,8.5929,0.1394,11.4185,-0.2834,2.0052,0.3544,3.6054,-0.7036
2778,9.1046,0.3782,10.4295,0.0283,14.6214,-0.0665,21.5944,-0.2292,4.2394,0.0795,1.6819,-0.0216
2779,11.0882,-0.1595,12.6189,0.4505,12.1662,-0.1205,20.1008,0.0170,4.2213,0.0777,4.1013,-0.0709
2780,15.2223,0.0631,15.4720,-0.5129,3.0000,-0.3428,6.2828,-0.2957,2.4149,0.2117,3.4581,-0.0445
2781,13.7373,0.3016,15.7388,-0.3114,21.1391,-0.4062,16.3605,0.1226,2.7320,-0.3857,3.7605,0.1614
2782,5.0934,0.4082,12.2017,0.2462,5.9702,0.1132,16.2216,-0.1091,3.5660,0.0583,2.9650,0.1605
2783,6.8904,0.1435,12.4379,-0.2378,12.5965,-0.1936,12.8538,0.2290,2.5023,-0.3151,4.4938,-0.1954
2784,11.7535,-0.1305,8.0093,0.4062,19.4189,-0.3450,5.6425,0.1012,3.1465,0.1217,1.4820,0.1549
2785,10.8121,-0.0717,10.4061,-0.2146,9.7338,-0.0740,10.8555,-0.1003,2.1126,-0.0070,4.1908,0.1841
2786,11.8548,0.0927,7.2375,0.1467,13.2787,0.0582,12.8556,0.2183,3.6182,-0.0047,1.9859,-0.0424
2787,11.6480,0.0437,11.3249,0.0645,13.4630,0.0726,14.9883,-0.0329,1.3698,-0.1447,2.6097,0.0561
2788,9.4884,-0.1790,12.0060,-0.0280,3.3728,0.0198,3.0000,-0.0570,1.6858,0.0058,0.9114,0.1721
2789,10.6048,-0.6633,19.7556,0.0955,11.0307,-0.1565,7.9191,0.1677,5.8512,-0.2005,3.8250,0.1198
2790,8.1656,-0.1840,14.3103,0.0618,5.0017,0.5024,9.6980,-0.0225,3.7533,0.1307,1.8478,-0.3685
2791,10.6787,-0.0532,5.1895,0.1404,7.1907,-0.2164,7.2096,0.1622,2.4603,0.0636,5.6520,-0.0493
2792,10.6518,-0.0024,6.6252,0.3786,8.4038,0.0356,12.4589,-0.0171,1.5985,0.4319,3.4179,-0.0842
2793,15.2497,0.4267,14.5992,0.1757,6.0718,-0.2503,8.8687,-0.0412,2.1748,-0.0089,3.4816,0.5971
2794,7.6361,0.2668,11.7946,0.2833,7.8714,-0.0523,7.7173,0.3844,2.8817,0.4412,3.2503,0.0658
2795,13.3425,-0.1154,11.4952,-0.0736,9.7919,-0.2381,10.1341,0.3267,2.1115,-0.3243,4.7862,0.3588
2796,10.6013,0.1259,10.7877,-0.3589,12.6299,-0.3576,3.0000,-0.0677,4.0613,-0.1618,3.5962,-0.1714
2797,14.6114,-0.6661,9.4916,-0.2308,15.4843,-0.0365,3.7906,-0.0503,3.5676,-0.3030,2.9363,-0.3472
2798,28.8853,0.3065,23.3380,0.4153,45.3660,0.3210,45.5677,0.2654,8.0563,-0.1908,8.3045,0.4705
2799,15.7619,-0.1241,9.4465,0.4796,12.8191,0.2037,15.9696,-0.4316,2.1471,0.0969,4.0040,-0.0388
2800,10.6490,0.0468,12.2402,-0.2784,15.3795,-0.3444,21.6037,-0.0504,2.6322,0.3782,3.9762,-0.1064
2801,13.2679,0.0075,13.4908,-0.1941,24.7893,-0.2691,25.2075,-0.1728,3.1277,0.0384,5.4771,-0.0823
2802,15.9916,0.2566,13.8284,-0.0775,15.1062,0.3601,11.0773,-0.7404,4.5182,-0.1527,3.8674,-0.3602
2803,10.7237,-0.0872,8.9117,0.0003,23.7259,0.2634,18.3177,0.2789,5.1660,0.3678,3.4165,-0.1055
2804,12.4293,0.2057,9.9041,0.3266,17.6862,-0.0973,4.2478,0.4374,2.8063,-0.0326,4.7589,-0.1378
2805,14.9083,0.0912,12.2636,0.2425,12.4542,0.4060,9.6347,0.0723,2.2715,0.3046,2.6859,0.0952
2806,10.0653,0.0306,11.0018,-0.2872,4.1720,-0.0181,12.2392,0.1925,2.5874,-0.3355,3.3421,0.0837
2807,13.4031,-0.0270,9.9170,-0.2970,10.8843,-0.0453,16.8199,-0.0980,2.8171,-0.4461,1.9879,-0.2192
2808,8.1776,-0.1273,9.0998,-0.3516,3.1793,-0.2722,11.7527,-0.1360,4.8025,0.0190,3.4262,-0.1427
2809,7.8622,-0.0415,13.5564,-0.2129,12.5440,-0.2597,11.4124,-0.1287,2.3507,0.0746,2.8902,-0.3022
2810,11.8301,-0.0956,10.4768,-0.3405,20.8227,0.1974,12.6149,0.0611,4.3505,-0.1716,2.6229,-0.2517
2811,8.1538,0.1047,8.6870,0.1953,9.0006,-0.4366,9.8725,0.1599,1.5581,-0.3754,3.9772,0.3906
2812,4.2637,-0.2836,10.3353,-0.3219,12.9573,0.1734,9.6268,-0.1458,1.5089,-0.1125,1.8993,0.1417
2813,8.7442,0.0180,4.9917,0.0621,10.9991,0.0879,11.7912,-0.0796,2.4674,-0.0020,2.0287,0.0280
2814,13.5752,0.3791,8.6434,-0.3365,15.3918,0.1262,15.5821,-0.5546,3.8776,0.2021,0.9125,-0.0943
2815,14.4799,-0.1100,10.8290,0.7345,6.8563,-0.3371,19.0259,0.1015,3.0217,0.2725,2.4347,0.0074
2816,7.4139,0.1096,10.7044,0.1221,11.5380,-0.2649,11.6602,0.3491,3.3712,0.6224,3.2956,-0.0881
2817,6.4531,-0.5808,8.2176,0.2232,5.4670,-0.1254,9.7681,-0.2471,2.5314,-0.0243,2.8255,0.2750
2818,9.8887,-0.3952,13.0528,-0.0864,18.8645,-0.2779,5.3922,-0.0387,4.3291,-0.1955,2.1100,0.0673
2819,14.6463,-0.0333,7.7528,0.1798,12.9056,0.4165,14.6627,0.8395,2.5326,-0.0935,3.7987,0.1650
2820,9.5863,-0.0188,5.0834,-0.0979,13.3021,-0.0482,14.6350,0.0890,2.1261,0.6478,3.7996,0.0139
2821,11.2111,0.0103,11.2221,0.4319,15.5719,-0.1580,17.5678,0.2126,2.9678,-0.4965,2.2327,-0.1137
2822,11.0860,0.5477,11.1506,-0.2657,7.0674,0.2592,24.0823,-0.1357,3.1755,0.1037,3.0468,0.1208
2823,11.6832,-0.1457,8.5418,-0.0069,7.4863,0.2776,3.0000,0.0378,2.6994,-0.0443,2.3375,-0.3075
2824,14.1740,0.0211,12.8911,-0.0569,15.8723,-0.5538,24.5405,0.3003,4.9681,0.2512,2.2769,-0.1824
2825,12.9547,-0.1791,12.5764,-0.3331,16.0973,-0.4707,12.8674,0.1477,3.7797,0.1896,2.4729,0.2597
2826,41.1177,0.1842,44.5727,0.2463,56.3715,-0.1122,45.6625,0.1644,14.7977,-0.2236,12.9686,0.1175
2827,15.4274,-0.2876,14.4328,-0.2352,19.1542,-0.3416,17.9257,0.1138,2.2050,-0.0422,4.0159,-0.1120
2828,12.4716,-0.1748,11.8888,-0.4077,12.6939,-0.0194,13.6482,-0.0693,4.0368,-0.2283,2.1859,-0.1966
2829,15.5583,-0.2254,9.2588,0.1683,11.6296,0.3247,8.7200,0.1260,4.2852,0.4347,3.0363,0.0155
2830,9.3188,0.2059,7.8542,-0.3770,5.3656,0.1485,9.3318,-0.3083,5.4940,0.2166,4.8280,0.0364
2831,10.7853,0.0315,8.9257,0.1591,17.2042,0.1493,10.4830,-0.0316,1.1272,-0.0165,3.4362,-0.1531
2832,12.8295,0.0709,8.7886,0.2627,11.2242,0.4591,8.8173,0.0559,2.5461,-0.1238,3.6979,0.1183
2833,16.3321,-0.0485,14.0190,-0.2720,5.0813,-0.1514,15.7779,0.4224,3.6067,-0.0800,1.9672,-0.6622
2834,6.7042,0.3023,12.3389,0.1790,5.4372,-0.1989,4.9134,0.0515,4.4659,0.9377,3.0133,0.2388
2835,9.2500,-0.0387,5.0374,-0.2663,9.7608,-0.0483,19.2397,0.4678,4.6976,-0.2053,3.3607,-0.2055
2836,5.6326,0.4913,6.0165,-0.0970,11.0333,-0.0693,18.5459,0.0517,1.5107,0.3960,2.8287,-0.1108
2837,8.2743,0.3174,6.0865,-0.0040,17.9761,0.0617,21.1434,-0.2783,4.4125,0.0528,3.2307,-0.1460
2838,11.0832,-0.3690,8.9391,-0.3123,14.7836,-0.2720,9.9646,-0.2602,2.1499,0.4822,2.2983,0.1621
2839,5.5427,0.1596,14.9893,-0.3007,6.4095,0.1362,19.2774,-0.3019,3.0368,-0.0718,3.8076,-0.2042
2840,11.3380,0.3170,11.1579,0.2897,11.2253,-0.2686,13.3953,0.1359,0.5758,-0.1582,2.3902,-0.0134
2841,12.4046,-0.1019,11.2460,-0.5361,10.2057,0.1824,8.9354,-0.2324,1.9383,-0.7337,3.5706,0.2462
2842,9.5079,0.1029,9.4095,-0.0871,9.6489,-0.0168,11.8868,0.1727,2.4148,0.0019,1.8358,0.1596
2843,9.8508,-0.3695,10.2968,0.0619,18.6727,0.3085,17.7898,0.2801,4.6104,-0.0430,3.3626,-0.5940
2844,10.0464,-0.2490,13.3613,0.1263,18.1051,0.1238,15.0844,0.1683,2.3377,0.5237,0.5000,-0.3166
2845,18.5296,-0.0629,13.7958,0.3530,20.2365,-0.2093,8.7955,0.3570,2.3632,-0.3548,2.9886,-0.1301
2846,9.9452,-0.3386,14.3989,0.1918,13.5688,0.2052,13.3566,0.1704,2.0218,-0.1454,2.8315,0.6172
2847,9.7638,0.0138,9.2909,0.0673,16.7475,-0.3067,3.0000,0.1258,4.1140,-0.2983,4.6167,-0.2354
2848,5.1560,0.1626,11.1916,-0.0363,14.2765,-0.1935,11.0471,0.2056,2.2518,-0.0260,2.6448,0.3502
2849,15.4487,-0.2290,8.4749,-0.0950,11.0849,-0.0267,10.8180,-0.3511,2.1259,-0.0323,2.5380,0.0482
2850,8.5983,-0.3351,9.7795,-0.0789,7.9396,0.5448,16.9297,0.3055,3.0417,0.3131,3.5016,-0.1654
2851,12.4283,-0.3947,9.8892,-0.0615,7.3894,-0.0495,21.4774,-0.0187,1.9732,-0.2133,4.5564,-0.0560
2852,19.2829,0.3031,14.4524,0.1039,16.9721,0.1061,28.0132,0.4356,2.5462,-0.0291,4.1009,-0.5006
2853,12.3080,-0.4355,12.4386,-0.1167,14.4026,-0.1055,12.4744,-0.0072,2.4656,-0.1587,1.6574,-0.2968
2854,12.9083,0.0739,15.3693,0.2009,15.5492,0.0682,10.6290,0.1121,3.9917,-0.0057,3.3448,-0.2028
2855,11.2176,0.3265,5.4935,0.0532,17.5681,0.0103,23.4279,0.0931,3.5996,-0.3421,4.4429,0.1093
2856,11.4513,-0.2445,9.6741,-0.2694,18.2640,-0.5104,10.8670,-0.3414,2.2468,-0.2680,3.2722,0.1494
2857,10.2230,-0.2110,19.3309,0.0049,12.6791,0.1920,11.8298,0.1392,1.9693,-0.3888,3.9797,0.0544
2858,11.6733,0.0439,11.7946,-0.0123,9.2026,-0.1826,11.6725,0.2458,2.2715,-0.1830,3.0090,0.0938
2859,3.6235,0.0602,10.2447,-0.0726,5.1933,0.1524,10.3907,-0.0029,3.2316,0.1708,2.6932,0.0708
2860,11.1239,-0.1246,12.3418,0.0974,12.3901,0.1038,9.2009,-0.1712,2.9883,0.0980,3.3051,0.0143
2861,10.6921,-0.0743,6.8540,-0.4066,6.7175,-0.4583,13.8047,-0.2955,0.8995,-0.0041,2.0760,0.0033
2862,17.8476,0.0227,6.9705,-0.0941,7.6247,0.4844,18.6722,-0.0108,3.5767,0.1841,1.7573,0.3945
2863,9.1544,-0.1010,8.9978,-0.0327,7.6974,0.0962,15.0457,-0.1930,1.7513,-0.3161,2.6293,0.0447
2864,11.4097,-0.0926,11.6202,-0.1259,13.6620,-0.1390,6.5158,-0.1980,2.7238,0.1605,2.1154,-0.0273
2865,12.0413,0.4856,13.0010,0.0655,12.6206,-0.1066,18.3923,0.1398,2.7121,-0.2468,2.7709,-0.1023
2866,11.9517,0.2534,12.9471,-0.0970,18.6270,0.0190,13.0221,-0.2208,3.5257,0.1070,4.1041,0.0275
2867,6.9689,0.2730,8.1542,-0.0942,9.4226,-0.1051,4.7954,-0.0175,2.8952,0.1984,0.5000,-0.2672
2868,13.4785,-0.0853,12.0258,-0.0222,5.4832,-0.1370,11.5494,-0.3198,3.8283,-0.1540,2.7983,0.0325
2869,9.7005,-0.4297,15.4507,-0.2217,8.0579,0.1203,11.7673,-0.0827,3.7739,-0.0192,3.0197,-0.2089
2870,14.5053,0.6190,15.7855,-0.3040,5.9262,0.1565,11.1133,0.0519,2.1044,-0.1722,2.0195,0.2496
2871,9.5481,-0.1542,14.1251,0.4799,17.0861,-0.2087,12.9293,0.0766,2.3669,-0.1551,4.5155,-0.3575
2872,12.4312,0.0773,14.6928,-0.1240,18.7605,-0.4440,13.6636,0.3395,3.6769,0.3217,2.0554,0.1153
2873,9.8307,0.1959,12.5802,-0.0345,8.9813,0.0026,15.9157,-0.0502,2.7625,0.2666,4.2626,0.0502
2874,11.5721,-0.1451,12.2407,0.2884,10.9302,0.2924,5.9229,0.0092,5.6339,-0.0140,2.7969,0.0553
2875,12.3368,0.2254,17.8913,0.0761,15.7324,0.0926,15.9456,0.1952,2.2910,-0.1317,5.2498,-0.1761
2876,12.8069,0.0023,14.2202,-0.1831,7.1459,0.2776,18.0561,0.1657,4.1849,0.0042,1.9473,0.0438
2877,11.0721,-0.0659,10.4671,-0.4584,8.0735,-0.5475,10.9098,0.3249,3.2872,-0.4172,1.6304,0.1882
2878,13.8253,-0.1452,6.1374,-0.3769,13.1635,-0.1685,16.8484,0.1809,3.8442,-0.0175,1.6847,-0.0055
2879,9.9343,-0.2491,18.0402,-0.2477,16.7794,-0.2434,10.8254,-0.1594,4.1942,-0.0388,2.6084,0.2340
2880,12.0776,-0.4657,8.3789,-0.1214,10.0200,-0.2711,10.7944,0.0787,3.3103,-0.0321,3.1228,0.1974
2881,6.3925,0.7034,4.5768,0.1449,3.0000,-0.3110,3.0000,0.3034,2.7162,0.3285,2.5229,0.1370
2882,14.0167,0.3643,11.6156,-0.2285,8.4700,-0.2475,11.4923,0.3139,1.7770,0.1842,4.7815,0.2915
2883,10.8692,0.0257,9.5686,-0.2332,8.5271,0.0566,11.2588,0.3941,2.4092,0.3615,2.0997,0.1632
