HourOfYear,p_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,loc_Sup_MISO,p_STR_MISO,loc_STR_MISO
2611,8.8228,-0.0433,20.0599,-0.0687,19.8297,0.0241,23.6676,-0.0219
2612,14.3546,-0.1348,12.1614,-0.0912,7.7781,-0.1637,6.5636,0.4002
2613,15.9056,-0.1629,9.8769,0.4026,17.1209,0.2535,14.9205,0.3978
2614,13.1814,0.0314,11.5200,-0.2335,15.8910,0.3837,5.4010,0.2298
2615,8.1053,-0.1610,15.6638,-0.1029,6.6075,0.2534,14.1460,-0.1883
2616,6.9144,-0.0170,17.6341,0.4226,5.3853,-0.2169,17.4915,0.1155
2617,7.3210,0.1194,15.6284,0.2256,9.6567,-0.0059,4.3833,-0.1380
2618,10.7123,0.0861,10.0522,-0.1508,10.6214,0.0335,15.8997,-0.2634
2619,6.6576,0.3594,12.7855,0.4603,12.7400,0.1473,16.9377,0.0840
2620,5.0702,0.2446,15.2449,-0.4748,6.3184,-0.2026,9.3177,0.0043
2621,12.0103,0.0826,10.2846,-0.0550,12.4951,-0.1795,8.5932,-0.2433
2622,7.8841,0.0954,13.9548,-0.0296,15.3955,-0.0490,3.0000,-0.1333
2623,11.4196,0.4901,13.8161,0.1284,9.3045,-0.1380,21.0404,0.2170
2624,11.8857,-0.1995,14.4579,-0.2022,22.9990,0.3736,9.7473,-0.2748
2625,10.1584,0.1243,15.1629,-0.1597,7.7921,0.4176,6.6443,0.1528
2626,11.3695,-0.2156,20.1686,-0.0955,11.3289,0.1988,9.1609,-0.0594
2627,14.3651,0.2084,9.2594,-0.0855,12.4397,0.1086,14.4992,-0.2988
2628,12.4807,0.1596,19.6010,0.5517,8.7760,0.2870,18.9317,-0.0296
2629,12.2195,-0.0614,13.4223,0.3867,23.3837,-0.0064,8.4216,0.0046
2630,11.4010,0.3244,12.5988,-0.2934,12.2569,0.1847,13.7072,-0.2125
2631,9.8972,0.0151,11.1925,-0.0305,11.0613,-0.4753,17.4336,0.0670
2632,11.9349,0.0839,15.7251,-0.4926,8.9863,0.0735,9.8336,0.2663
2633,11.5890,-0.4040,11.5207,-0.1382,19.5179,0.0822,15.4014,0.4820
2634,12.3131,0.5632,13.3673,-0.0627,20.8057,-0.2354,14.4352,0.2488
2635,12.5196,-0.2581,7.9121,-0.2020,21.0700,0.2583,17.3188,0.1529
2636,10.0702,-0.3109,14.9558,-0.2850,13.2142,-0.2501,3.5957,0.0812
2637,13.4156,0.1553,8.7009,-0.0874,12.8690,-0.3647,14.6263,0.1989
2638,9.3840,0.0428,12.5800,-0.2977,14.6659,0.2012,13.7367,0.5524
2639,10.4430,-0.3832,10.9594,0.0734,4.7775,0.0642,10.4925,-0.0045
2640,11.2025,-0.2143,7.4145,0.0326,7.3224,0.0075,4.1042,-0.0986
2641,7.7556,-0.1011,8.1881,-0.4654,22.7567,-0.0526,13.5590,-0.0235
2642,13.0652,-0.1858,8.2532,0.0903,15.5047,0.2419,5.3033,-0.1170
2643,8.5855,0.0491,6.3325,-0.2712,6.7592,-0.2382,6.4308,0.1828
2644,6.2027,0.2327,9.9324,0.0072,5.5571,0.1410,11.4727,0.0568
2645,8.4360,0.5496,8.2426,-0.2924,12.2643,-0.3114,5.3090,0.3301
2646,6.1863,-0.3827,13.4307,0.3020,18.3152,-0.0839,3.0000,-0.0458
2647,7.4807,-0.0165,10.2413,0.0401,9.4629,0.1302,16.0741,-0.3531
2648,7.0743,0.0211,10.6286,0.1125,9.1767,-0.0569,14.7956,0.0222
2649,9.1522,0.0178,10.5224,-0.3904,17.8548,0.0747,8.3012,0.0643
2650,13.5892,0.0498,4.8390,-0.0346,10.5375,0.1943,12.6003,0.0937
2651,9.7980,0.0208,10.5333,0.1871,12.1322,0.0658,8.6171,0.1992
2652,11.4165,0.2904,3.9949,0.6686,14.6556,-0.1231,14.0569,0.0558
2653,9.5509,0.0968,11.1615,0.2313,7.0097,-0.2829,15.8281,-0.1540
2654,11.9197,-0.3781,17.2975,0.3354,17.3506,-0.0972,17.9033,0.1166
2655,10.4444,-0.3294,7.4401,0.1613,6.2231,0.4912,23.6959,-0.0659
2656,11.1747,0.2269,3.8923,-0.2819,13.1151,-0.2503,6.2615,-0.2558
2657,12.2138,0.1232,9.2060,-0.0391,3.0000,-0.2362,19.9211,-0.1131
2658,9.0504,-0.0690,15.5980,0.4015,14.0532,-0.5661,12.0096,-0.2826
2659,14.1123,0.1181,11.6227,-0.0108,20.1693,-0.1021,8.5916,0.1929
2660,4.2397,0.1530,7.4412,0.2828,15.1555,-0.0396,13.2113,-0.1025
2661,9.6756,0.2527,9.3881,-0.1275,5.3830,-0.2489,14.3484,-0.1040
2662,13.2052,-0.0578,14.0059,-0.1001,18.0528,-0.2984,3.5973,-0.0396
2663,13.3136,0.1992,10.9538,-0.3805,7.1666,-0.1950,13.0745,0.1919
2664,9.6621,-0.0319,14.2571,0.4247,7.6311,-0.2863,8.7925,0.3260
2665,7.7070,-0.3684,8.8297,-0.2725,17.9891,-0.1975,6.8452,0.1262
2666,8.2770,0.0970,3.0000,-0.0376,9.5306,0.0313,6.4058,0.1040
2667,16.0390,0.3166,18.9884,-0.1044,16.5185,-0.0171,9.0827,-0.3584
2668,10.1930,0.1949,10.5608,-0.0642,8.9427,-0.1932,21.6313,-0.2517
2669,5.0290,0.2998,16.7907,-0.3128,15.4614,-0.2507,3.0005,0.2237
2670,9.5594,0.0441,10.2512,-0.2697,10.8458,0.1744,7.5336,-0.0387
2671,7.2954,-0.2112,8.3168,-0.1673,9.1131,-0.6819,3.8295,0.1417
2672,6.4164,0.0483,17.8621,0.2221,19.2574,0.2311,8.0065,0.3358
2673,10.8452,-0.0936,18.5629,0.0940,14.3173,0.4567,14.2310,0.3017
2674,7.0553,0.0819,4.7268,-0.2398,7.8079,-0.1082,3.2209,-0.1910
2675,13.3768,0.0147,8.1040,0.6227,7.1329,-0.1884,7.1084,0.0810
2676,12.6415,0.2573,6.3757,-0.1535,18.4958,0.6020,8.7361,-0.2978
2677,8.8631,-0.3458,16.5530,-0.3561,10.0688,0.1470,15.2932,0.0767
2678,7.9577,-0.5843,8.2204,-0.2405,13.7660,-0.3959,10.9293,0.0105
2679,12.6112,0.0196,16.3769,0.0857,17.8681,-0.0614,17.3808,0.3302
2680,13.3940,-0.0889,17.7561,-0.2116,8.9741,-0.2646,17.8792,-0.1242
2681,10.7268,-0.1298,24.1902,0.2307,11.1717,-0.1005,13.8231,-0.0898
2682,13.2784,-0.1767,8.2054,-0.4856,14.4534,-0.2018,11.3825,0.0439
2683,14.8808,-0.0090,19.2156,0.1677,11.7132,0.3039,17.8758,-0.1388
2684,11.9172,0.1031,13.0225,-0.2196,21.7237,0.1449,15.4290,-0.2553
2685,8.1154,0.1375,22.8492,0.2781,14.7904,0.1689,13.7557,0.3254
2686,12.4021,-0.7121,18.0104,-0.2806,3.7806,-0.3149,3.0811,0.6482
2687,10.6150,-0.0259,17.1311,0.0828,14.1179,-0.1489,7.4323,0.2251
2688,8.1930,-0.4457,6.5617,0.2476,10.9228,-0.3992,11.9447,0.1025
2689,11.7821,0.2226,10.8709,-0.2205,17.4074,-0.3278,22.2505,0.0084
2690,12.6423,0.1555,13.1812,-0.1254,6.1337,0.1251,8.1452,0.0781
2691,9.1171,-0.2664,6.7586,-0.1988,18.8877,-0.0827,8.1838,0.3911
2692,3.2417,0.0222,12.9990,0.1639,7.5667,-0.0856,8.4389,0.1067
2693,9.3084,-0.5008,18.3118,0.2028,14.4423,0.2668,11.0167,0.2008
2694,9.5637,0.1092,7.1172,-0.6154,12.4566,0.2614,6.3845,-0.1914
2695,15.7962,0.1128,7.3393,0.0310,17.6356,0.2026,9.4191,0.0716
2696,10.3642,0.1895,9.2715,-0.0452,7.9928,-0.0505,17.3694,-0.2756
2697,9.6451,0.1554,19.2892,-0.0115,12.6187,-0.0854,15.2780,-0.0138
2698,10.8431,-0.1346,9.3300,0.2767,10.3448,-0.0412,10.7329,0.0560
2699,9.5952,-0.2572,20.5935,0.0744,10.9404,-0.1104,13.1299,0.3176
2700,9.2435,-0.1741,17.7773,-0.2514,5.0752,-0.1833,16.4759,-0.0913
2701,6.7439,-0.0314,15.6601,-0.0132,19.3603,-0.5769,16.4027,0.2393
2702,9.8013,-0.3160,24.1507,0.4530,15.0878,-0.0020,26.4973,0.0291
2703,7.1412,-0.0865,11.9475,0.0983,23.9039,0.4558,10.3710,0.1907
2704,12.2255,-0.0864,6.0492,-0.3083,4.5364,-0.2092,12.1530,-0.2015
2705,11.7048,0.2794,10.7926,-0.2202,12.8734,-0.0252,16.7889,-0.0135
2706,13.2711,0.1177,14.0422,0.0642,13.3166,0.0274,14.6387,0.2000
2707,8.4033,-0.1798,15.3330,-0.2111,11.2536,0.3563,3.0000,0.1889
2708,7.1659,0.0729,17.3424,-0.2698,12.8731,0.2523,12.5938,0.4924
2709,15.5125,0.1052,14.6431,0.0622,13.7853,-0.1073,17.9738,0.4243
2710,10.8895,-0.4338,16.7101,0.2682,11.9355,-0.2794,22.6375,0.2716
2711,11.3869,0.5189,11.0229,-0.1998,12.1124,0.2715,22.0534,-0.1995
2712,10.8872,-0.0455,16.2076,-0.2694,10.3673,0.3017,8.7038,-0.2278
2713,11.6609,-0.2252,13.0877,-0.1280,17.8173,-0.0083,16.8070,-0.2609
2714,9.2129,0.0050,15.1472,0.0027,10.4534,0.0077,12.4011,-0.1358
2715,7.3634,-0.2297,13.3336,0.1796,12.6275,0.2843,8.1220,-0.1098
2716,9.3902,-0.4399,11.4484,0.1961,3.0000,-0.1992,7.1474,0.2035
2717,10.1252,0.1408,23.0738,-0.1499,13.6143,0.0601,10.1934,-0.2583
2718,5.3245,0.0106,9.6743,0.0492,15.1367,-0.4071,12.2518,0.0526
2719,9.6287,0.0653,14.3872,-0.4377,14.3367,-0.0138,19.7361,0.3793
2720,8.4425,-0.4229,11.3146,-0.0872,3.6359,-0.0146,16.8343,0.6471
2721,8.8668,0.1139,11.8497,-0.2313,16.9355,-0.2160,14.3379,0.6644
2722,11.9842,-0.0568,10.5049,-0.3610,13.7885,-0.2558,8.8665,-0.0104
2723,9.3495,-0.3133,14.8124,0.2859,10.9651,-0.1865,13.4647,0.3333
2724,10.9557,-0.2275,13.4312,-0.3161,14.6013,-0.3911,10.7023,0.2786
2725,11.7650,0.3930,6.4119,0.2547,15.2099,-0.3594,12.3199,0.2609
2726,10.6896,-0.1093,11.2466,0.5114,11.0915,0.1018,8.9837,0.0046
2727,11.1899,0.3818,22.1126,-0.2644,8.8726,0.1309,18.9987,-0.0798
2728,15.3404,-0.2397,19.0518,-0.0075,9.9417,0.1656,13.5189,0.1773
2729,8.9827,-0.1436,3.0000,0.0604,12.2247,0.5443,15.6991,-0.1000
2730,6.4468,-0.1040,10.1226,0.3015,14.0461,0.1364,8.2801,-0.2531
2731,11.6597,0.1937,9.5678,0.1602,26.0817,-0.0761,7.0727,-0.0667
2732,9.2686,0.0621,5.6893,0.0138,18.6270,0.2494,12.4205,0.1366
2733,8.1081,0.0421,13.3900,-0.0043,13.7614,-0.1056,7.7409,-0.3652
2734,9.8491,0.2593,17.6328,-0.2126,10.5455,0.4296,10.9411,-0.1577
2735,11.7508,0.1516,9.3347,0.2339,12.7774,0.1733,14.6577,-0.1513
2736,9.1130,-0.3401,8.4629,0.1622,12.6972,0.5706,7.7940,-0.3617
2737,8.2631,0.2387,9.3787,0.2504,7.8229,-0.2480,15.1558,0.1226
2738,9.0363,-0.2677,3.0000,-0.0539,12.0434,-0.0657,3.0000,-0.3095
2739,9.8582,0.2463,22.3164,0.0911,4.0122,0.0912,14.5454,0.2320
2740,9.5299,0.1101,15.0685,0.1833,11.6728,0.3206,15.0132,-0.3801
2741,4.8034,0.1421,11.3927,-0.3033,5.9062,-0.2403,8.5901,0.2072
2742,11.5280,-0.1102,7.5547,0.3237,3.8934,0.1669,12.7314,0.0636
2743,5.5902,-0.2707,4.5090,0.1670,12.8171,0.1194,14.7095,0.2954
2744,7.9737,-0.0379,7.6084,-0.3312,9.5660,-0.1052,11.9265,0.0586
2745,4.4302,0.0732,13.5633,-0.3146,7.6016,-0.5005,8.5087,-0.1979
2746,10.0925,0.1434,8.2414,0.0709,5.9113,0.5027,10.7409,0.1274
2747,8.4266,-0.1289,12.0606,0.5660,12.6626,-0.0389,13.5350,0.2823
2748,9.3072,-0.1687,11.7933,-0.0224,12.9127,-0.2146,10.1698,0.3596
2749,8.9204,-0.0795,29.9171,0.2150,20.4252,-0.1510,14.2980,-0.0697
2750,8.0550,0.1997,10.4367,-0.0596,17.3021,0.0775,12.6274,0.1156
2751,5.5552,-0.4510,9.8216,0.0193,16.7521,0.0130,19.2566,-0.1977
2752,10.3613,-0.0701,6.1915,0.2454,16.9317,-0.1152,19.7521,-0.3331
2753,7.8303,-0.1735,10.4264,0.2966,18.9107,0.1545,21.6219,-0.1951
2754,12.2789,0.1243,25.6433,-0.1843,11.8557,-0.0700,17.4095,-0.0748
2755,16.1217,0.2679,16.6957,-0.0435,11.7230,-0.4110,8.1293,-0.1778
2756,15.1475,-0.4075,20.4320,-0.2131,6.6837,0.1906,14.9897,0.2008
2757,10.4871,0.0794,15.6493,0.0877,7.5936,-0.1929,7.7492,-0.0029
2758,7.9953,0.2211,10.3165,0.0479,15.6434,-0.0968,6.1526,-0.1636
2759,4.6544,-0.2454,14.3600,-0.2405,11.9466,-0.1831,19.7480,0.2619
2760,9.1009,0.2421,7.7854,0.0010,3.0000,-0.0265,5.2542,0.1090
2761,7.6307,-0.2486,14.9456,0.2594,15.5922,-0.2537,11.9720,0.0993
2762,7.1449,0.1481,14.6364,0.0593,6.3793,-0.0397,6.0308,-0.1332
2763,5.5995,0.2931,16.0793,-0.2387,13.0445,0.2836,21.2015,-0.1185
2764,10.5744,-0.1896,8.6943,0.0802,10.5137,0.3326,12.6999,-0.2064
2765,10.4999,-0.0661,16.0723,-0.1248,14.1349,-0.2411,20.0532,-0.0365
2766,7.2568,0.2784,5.8451,0.0454,5.1509,0.1073,7.1112,-0.1302
2767,11.3590,-0.5915,13.8350,-0.4113,5.5266,0.1767,3.4400,-0.1294
2768,9.7725,0.1217,12.5623,0.1634,18.6657,0.0033,12.1342,-0.0879
2769,10.6715,0.4495,7.4303,0.2320,18.6052,-0.1152,10.4780,-0.0350
2770,11.6834,-0.7451,6.2706,-0.3351,14.6340,-0.3130,10.4912,0.2569
2771,10.9157,0.2693,11.6352,0.0710,6.3491,0.2071,17.9408,0.4926
2772,7.9412,0.2062,12.3222,-0.2080,9.6942,0.1951,11.1416,-0.1735
2773,13.1430,-0.0134,9.9624,0.1966,10.5660,-0.0486,6.4152,0.0613
2774,11.9738,0.1025,5.8367,0.1088,8.5893,-0.1418,10.8470,-0.0577
2775,12.6989,0.0614,17.6265,0.2938,11.2939,-0.1912,16.3123,-0.0458
2776,7.6113,-0.1361,18.6925,0.3283,15.7486,-0.5945,18.2124,-0.2117
2777,7.3166,0.3093,24.4530,-0.0831,23.6224,-0.2689,7.3631,-0.1276
2778,14.7403,-0.0016,10.5756,0.0283,9.7530,0.0353,7.9507,0.3845
2779,9.3539,0.0984,14.2230,0.4505,14.1060,-0.0868,8.9840,0.3108
2780,11.6929,-0.2400,18.9343,-0.5129,20.1665,-0.6448,13.4272,-0.3911
2781,14.0692,-0.5837,19.3825,-0.3114,14.6985,0.3509,15.1401,0.1125
2782,14.1333,-0.2947,13.9062,0.2462,21.7939,-0.3187,22.0113,0.2141
2783,10.9517,0.4573,14.4243,-0.2378,14.6146,0.0831,8.8714,0.0968
2784,8.0338,0.1611,7.5673,0.4062,13.8828,0.4681,14.4465,-0.2697
2785,8.6597,-0.1080,11.2850,-0.2146,14.0899,-0.0545,4.1149,0.0055
2786,10.1646,0.1431,6.4180,0.1467,14.4341,0.1508,6.6775,0.1280
2787,9.3081,0.1057,12.8196,0.0645,12.1976,0.2034,10.3966,0.2868
2788,6.7189,-0.4502,13.8837,-0.0280,11.5002,-0.3135,3.0000,-0.3838
2789,3.0000,0.2125,25.6841,0.0955,9.3283,0.0677,16.0182,-0.1022
2790,7.4099,-0.4770,17.3747,0.0618,15.6918,-0.2956,3.9214,-0.0431
2791,9.0248,-0.1572,3.0321,0.1404,14.0960,-0.2082,9.9436,-0.2072
2792,9.1169,-0.2450,5.5206,0.3786,9.2958,-0.1014,15.4539,0.1176
2793,13.6880,0.0503,17.8179,0.1757,15.7601,-0.2546,9.9242,-0.1053
2794,12.0743,0.0527,13.4421,0.2833,9.6579,-0.1571,3.0000,-0.1653
2795,8.9599,-0.7513,12.7492,-0.0736,4.3469,-0.1263,16.2472,-0.1085
2796,11.2247,0.3075,11.6745,-0.3589,13.6678,0.0365,18.0329,-0.4703
2797,4.2569,0.0156,9.0426,-0.2308,15.2896,0.0827,12.7407,-0.5039
2798,25.2295,0.2407,22.0837,0.4153,32.0229,0.3124,34.2455,0.3194
2799,9.5789,0.0083,9.0343,0.4796,15.6240,-0.0413,18.6883,0.1173
2800,11.7190,0.0440,13.4309,-0.2784,7.2427,0.0434,6.0391,0.3515
2801,11.3020,-0.3586,15.5475,-0.1941,22.6024,0.5121,19.8902,0.5328
2802,15.0145,-0.1945,15.4080,-0.0775,11.5143,-0.0847,22.0020,-0.2751
2803,10.3067,-0.0538,7.8844,0.0003,21.4290,0.4651,7.6108,0.1966
2804,12.4008,0.1740,10.0722,0.3266,20.4099,0.2567,8.7783,-0.4333
2805,11.5034,-0.1127,13.7999,0.2425,22.8367,-0.0371,3.0000,-0.1804
2806,9.8176,-0.1798,12.1745,-0.2872,11.7903,-0.3642,3.9643,0.0647
2807,9.8309,-0.2259,10.2184,-0.2970,7.7562,-0.0684,20.6266,0.2395
2808,8.1936,0.0896,9.2120,-0.3516,14.1345,-0.4131,12.0949,0.0436
2809,9.6865,-0.0229,16.0661,-0.2129,11.3739,0.0177,13.3928,-0.0410
2810,8.2068,-0.2207,11.4569,-0.3405,10.4819,0.5665,13.1314,0.1236
2811,10.2679,-0.0484,8.6702,0.1953,17.1882,-0.0776,10.0898,-0.0306
2812,6.0264,-0.1882,11.3125,-0.3219,10.0993,0.1767,3.1686,-0.0054
2813,10.1969,-0.2446,3.0000,0.0621,11.2028,-0.0538,12.0977,-0.0126
2814,12.8122,-0.3995,8.6788,-0.3365,8.0689,0.2904,15.6586,0.3007
2815,9.0996,-0.3397,11.6404,0.7345,12.7463,-0.2863,4.3345,0.3423
2816,10.9459,-0.0132,11.5877,0.1221,9.2809,-0.0085,3.2277,-0.0021
2817,4.0839,-0.5066,7.6102,0.2232,10.7460,-0.3305,12.1926,-0.1055
2818,6.1258,-0.2106,15.2634,-0.0864,14.6920,0.3483,10.1046,-0.3511
2819,10.0174,0.1618,6.5764,0.1798,6.7432,0.0106,11.2965,0.1008
2820,9.2608,0.2455,3.0000,-0.0979,8.2078,0.1282,11.6186,0.1992
2821,10.6189,0.0925,12.1302,0.4319,13.2512,0.1296,11.4126,0.2313
2822,16.7626,0.2040,11.5744,-0.2657,23.3199,-0.3710,19.6877,0.4702
2823,9.5412,0.0049,7.4041,-0.0069,16.2348,-0.3256,9.7026,-0.5503
2824,10.6322,-0.2632,14.8927,-0.0569,16.8667,0.1551,9.6869,0.5988
2825,9.3417,0.1715,14.0599,-0.3331,14.5199,0.0911,18.1075,-0.0695
2826,32.3245,0.1217,61.4143,0.2463,56.4529,0.0957,55.8644,-0.2052
2827,8.7743,-0.1350,16.9376,-0.2352,15.4590,0.1878,18.7468,0.1279
2828,9.0903,-0.1556,13.0664,-0.4077,14.0344,-0.0494,8.7764,-0.0014
2829,8.8848,-0.0114,8.4969,0.1683,6.7553,-0.1316,11.1213,-0.2763
2830,12.2985,0.2833,6.8151,-0.3770,10.5853,-0.3668,16.1809,-0.1623
2831,9.6277,-0.0940,9.0039,0.1591,12.5447,0.3527,11.7951,-0.0076
2832,10.1533,-0.7598,8.7350,0.2627,16.0706,0.0179,10.5255,-0.1105
2833,9.9632,0.1084,16.7213,-0.2720,15.7048,-0.3996,17.2792,0.1473
2834,12.3466,-0.2773,14.3066,0.1790,6.1302,-0.2792,11.5302,-0.3073
2835,8.7935,0.1113,3.0460,-0.2663,12.5239,-0.0324,4.0930,0.4787
2836,13.9669,0.1017,4.6298,-0.0970,12.0573,0.0502,7.7769,0.4576
2837,13.2961,0.3846,4.0478,-0.0040,14.8080,0.2970,14.7477,0.4611
2838,6.3288,-0.0248,8.6926,-0.3123,12.9258,0.1430,17.3524,-0.1078
2839,12.0120,0.1240,18.3099,-0.3007,3.7580,-0.3288,8.4179,0.3300
2840,12.5562,0.0334,12.4539,0.2897,4.0098,0.0242,3.0000,0.1401
2841,8.8027,0.2197,12.4587,-0.5361,7.6691,-0.0755,15.7352,-0.1421
2842,10.1867,-0.8875,9.8103,-0.0871,5.7180,-0.0360,16.0290,0.0848
2843,7.2199,-0.1693,10.3824,0.0619,16.2821,0.2430,26.2312,0.1987
2844,7.3620,-0.0617,15.8118,0.1263,3.0000,0.3355,10.0411,0.1771
2845,10.1574,0.0117,16.2434,0.3530,21.3863,0.3360,14.6315,-0.2409
2846,6.9514,-0.3035,17.3683,0.1918,21.6319,0.0459,10.8204,0.0350
2847,10.8896,0.0741,8.8227,0.0673,15.4613,0.1638,12.4230,-0.5529
2848,12.3542,0.2206,11.9715,-0.0363,13.1763,0.0414,13.0696,-0.1218
2849,8.5882,-0.1732,7.3838,-0.0950,8.4107,-0.1342,20.1102,-0.1476
2850,7.5280,-0.2430,9.5467,-0.0789,10.2938,-0.2924,18.9479,0.1593
2851,6.8286,0.0989,9.7948,-0.0615,15.2295,-0.3109,24.4847,0.3999
2852,14.3396,0.0398,17.1304,0.1039,15.5934,0.1163,19.5461,0.6616
2853,5.7782,0.0584,14.2594,-0.1167,17.9846,0.1106,12.9916,0.0108
2854,11.2953,-0.3631,18.8995,0.2009,10.9499,0.1241,7.7535,-0.1264
2855,14.0614,0.6840,3.0000,0.0532,10.9704,0.2004,19.2328,0.4958
2856,7.2283,-0.6170,10.0274,-0.2694,18.1044,0.3653,9.9631,-0.0253
2857,7.2207,0.2164,25.1806,0.0049,7.5000,0.1081,11.9959,0.0626
2858,9.8074,-0.1794,13.4507,-0.0123,9.1447,-0.0820,16.1288,0.0501
2859,10.5170,0.7554,10.8289,-0.0726,16.1579,-0.3469,10.5930,-0.0753
2860,8.0775,0.1098,14.3112,0.0974,16.5022,0.0934,5.6833,-0.0775
2861,8.1852,0.2667,5.9767,-0.4066,8.6547,-0.1711,12.8862,0.2153
2862,9.6975,0.1245,5.8789,-0.0941,3.3788,-0.1766,17.1637,0.4118
2863,7.7680,-0.6111,9.2990,-0.0327,20.7916,-0.1020,8.8496,0.3012
2864,8.9038,0.0281,13.0504,-0.1259,7.3727,0.1050,5.7044,-0.2698
2865,14.7575,0.0901,15.2268,0.0655,13.7258,0.0428,9.1900,0.3446
2866,12.3190,0.1184,15.1687,-0.0970,15.0043,0.3708,3.0000,0.0763
2867,12.5098,0.2958,7.5718,-0.0942,10.3815,-0.1123,8.1882,-0.3556
2868,9.1629,0.0568,13.6361,-0.0222,8.1496,-0.3408,11.9703,-0.0251
2869,6.6715,0.2012,18.9273,-0.2217,8.5417,-0.2943,19.5364,-0.1086
2870,17.7138,-0.1902,19.3013,-0.3040,19.2685,-0.4467,15.3389,-0.1927
2871,9.2084,-0.4412,16.8000,0.4799,4.9904,0.1811,11.6342,-0.0289
2872,12.1722,-0.2309,17.4975,-0.1240,15.2232,0.1950,18.2120,-0.0558
2873,12.1206,-0.1856,14.4782,-0.0345,11.8816,-0.1729,10.4408,0.1859
2874,9.4282,-0.2306,13.6288,0.2884,15.7360,-0.1421,20.7141,-0.3937
2875,13.3109,-0.3059,22.9771,0.0761,13.0142,0.0807,17.3571,0.0913
2876,10.4825,-0.2394,17.0459,-0.1831,16.8412,-0.2951,15.0582,0.2625
2877,9.5816,-0.1101,11.0369,-0.4584,12.4117,-0.2273,3.0000,-0.0810
2878,8.6823,-0.2551,4.1206,-0.3769,11.6104,0.0463,20.1680,0.2372
2879,7.8651,0.6418,23.2763,-0.2477,5.2236,0.2087,13.4776,-0.0969
2880,5.2020,-0.3499,7.8853,-0.1214,13.1396,-0.0890,15.5237,-0.0484
2881,15.6277,0.1100,3.0000,0.1449,11.1579,-0.4069,16.6170,-0.6846
2882,12.0893,-0.1352,13.3014,-0.2285,8.9515,-0.0235,9.3020,0.1448
2883,9.3022,0.1342,10.0918,-0.2332,11.7507,-0.0848,3.0000,0.0634
2884,13.3782,-0.0605,13.5681,0.2745,9.0316,-0.1535,9.9882,-0.0678
2885,11.4155,0.2127,3.0000,0.4394,3.0000,0.0912,8.4911,0.2341
2886,10.4927,-0.0999,13.7928,0.1169,8.3088,0.0420,7.8285,-0.0192
2887,8.2265,0.0218,17.0714,-0.0401,6.9221,-0.3976,12.9809,-0.1358
2888,12.8915,-0.5519,12.3018,-0.0443,13.7448,-0.2807,7.6218,0.0016
2889,11.7990,-0.3437,8.2817,-0.2463,5.9572,0.0626,13.3696,0.2566
2890,12.1315,-0.3886,8.1292,0.2434,17.5534,0.0444,8.1014,0.0505
2891,9.4495,0.3791,16.3562,0.0126,14.7241,0.0533,12.1342,-0.5189
2892,10.3637,0.2330,16.1404,-0.2446,14.1131,0.0011,14.5927,-0.0248
2893,11.7914,0.0487,12.3685,-0.1516,13.3933,0.0442,14.3406,-0.7377
2894,10.0877,0.2614,11.4149,0.2396,15.0616,-0.0639,8.0215,0.2746
2895,12.2707,-0.2535,14.9130,-0.2047,17.0146,0.0880,14.4303,-0.3163
2896,16.2876,0.3719,16.8992,-0.1678,14.1713,-0.2783,13.1663,0.2109
2897,13.9994,0.0242,5.6351,0.6526,14.4302,-0.1412,4.8933,0.0555
2898,13.3054,-0.0596,6.3600,-0.2091,10.0982,0.0668,14.7245,0.0783
2899,10.5366,0.2537,12.4838,0.0739,21.2832,0.4076,12.1181,0.2258
2900,13.2179,0.2388,10.3283,-0.0896,12.0030,-0.1901,15.8673,-0.1611
2901,8.5283,-0.3549,16.6240,0.6332,14.3261,-0.3645,15.8109,0.0731
2902,9.3362,0.2154,8.0018,0.3034,9.6028,-0.1008,7.5651,0.0073
2903,13.1362,-0.0432,3.0000,0.0717,6.5185,-0.0127,11.3127,-0.2230
2904,14.8195,0.0693,10.8105,-0.2225,18.5594,-0.1337,20.5537,0.1039
2905,11.8262,-0.1030,13.0853,-0.2256,11.1846,0.3110,6.7266,0.0792
2906,9.7002,-0.2743,20.3819,0.4183,3.0000,-0.0776,12.1584,0.1731
2907,3.6886,-0.3383,19.5986,-0.3519,3.2374,-0.0748,14.8418,0.0678
2908,10.6668,-0.1550,6.9970,0.1310,8.8331,0.1993,15.7990,0.1151
2909,19.6522,0.1090,22.4763,0.1290,32.6347,0.1577,30.0535,-0.0306
2910,11.2835,0.0637,11.8376,0.5441,11.7466,0.4215,3.0641,-0.1675
2911,5.5218,0.0508,12.1457,-0.3816,11.8441,-0.1357,13.2772,-0.1826
2912,8.8872,0.1992,8.5831,0.1273,6.0736,0.1036,11.9603,-0.3142
2913,14.0403,-0.0139,8.2832,0.1388,19.6479,0.1007,10.6842,0.0853
2914,7.8039,0.4738,18.4320,0.1231,11.5280,0.3069,10.7777,-0.0343
2915,12.0331,0.0943,7.6780,0.0719,14.8883,-0.1094,9.2281,-0.0920
2916,9.7879,-0.2467,14.8114,0.3727,8.8020,0.3657,12.1521,-0.2586
2917,11.9272,-0.3346,18.3485,0.0089,12.7344,0.2308,8.8384,0.1479
2918,10.7912,0.0831,19.8830,-0.1696,21.6960,0.2764,15.4495,-0.1716
