HourOfYear,mileage_factor_RegU_CAISO,mileage_factor_RegD_CAISO
5440,1.0020,0.9893
5441,1.0074,0.9893
5442,0.9776,0.9781
5443,0.9814,0.9799
5444,0.9930,0.9896
5445,0.9836,0.9994
5446,0.9925,1.0182
5447,0.9918,1.0142
5448,0.9873,1.0010
5449,0.9874,0.9970
5450,1.0023,0.9903
5451,1.0035,0.9905
5452,0.9914,0.9901
5453,0.9956,1.0047
5454,0.9969,0.9907
5455,1.0077,0.9948
5456,1.0057,0.9863
5457,1.0143,0.9933
5458,1.0123,1.0015
5459,1.0137,1.0105
5460,1.0045,0.9997
5461,1.0088,1.0072
5462,1.0256,0.9999
5463,1.0366,1.0037
5464,1.0199,0.9967
5465,1.0007,0.9980
5466,1.0040,1.0006
5467,1.0011,1.0146
5468,0.9931,0.9952
5469,1.0136,1.0106
5470,1.0392,1.0023
5471,1.0156,0.9953
5472,1.0056,0.9884
5473,0.9929,1.0096
5474,0.9867,1.0087
5475,0.9993,1.0035
5476,1.0017,0.9962
5477,1.0090,0.9957
5478,1.0193,0.9801
5479,1.0189,0.9828
5480,1.0069,0.9898
5481,1.0103,0.9890
5482,1.0075,1.0005
5483,1.0046,0.9947
5484,0.9962,0.9932
5485,1.0057,0.9852
5486,1.0092,0.9971
5487,1.0152,0.9890
5488,1.0039,1.0039
5489,1.0128,0.9969
5490,1.0137,1.0036
5491,1.0198,0.9965
5492,1.0091,0.9867
5493,1.0089,0.9906
5494,1.0178,0.9802
5495,1.0199,1.0046
5496,1.0153,1.0060
5497,1.0174,1.0048
5498,1.0056,0.9819
5499,1.0108,0.9875
5500,1.0171,0.9967
5501,1.0181,0.9918
5502,1.0141,0.9924
5503,1.0148,0.9969
5504,1.0117,1.0117
5505,1.0080,0.9988
5506,1.0135,1.0094
5507,1.0255,1.0144
5508,1.0226,0.9996
5509,1.0136,0.9827
5510,1.0025,0.9772
5511,0.9961,0.9774
5512,1.0167,0.9692
5513,1.0284,0.9780
5514,1.0320,0.9718
5515,1.0378,0.9816
5516,1.0261,0.9817
5517,1.0308,0.9827
5518,1.0355,0.9960
5519,1.0283,1.0066
5520,1.0124,1.0118
5521,0.9970,0.9985
5522,1.0012,0.9884
5523,0.9966,0.9851
5524,1.0002,1.0049
5525,0.9977,0.9924
5526,0.9880,0.9993
5527,1.0063,0.9866
5528,0.9955,0.9945
5529,0.9903,0.9882
5530,0.9920,0.9947
5531,0.9948,0.9873
5532,0.9814,0.9836
5533,0.9923,0.9852
5534,0.9997,0.9811
5535,1.0197,0.9747
5536,1.0188,0.9747
5537,1.0145,0.9812
5538,1.0034,0.9577
5539,0.9912,0.9672
5540,0.9912,0.9574
5541,0.9808,0.9681
5542,0.9918,0.9940
5543,0.9894,0.9932
5544,1.0025,0.9962
5545,1.0047,0.9864
5546,1.0068,0.9868
5547,0.9967,0.9742
5548,1.0032,0.9890
5549,1.0066,0.9798
5550,0.9878,0.9819
5551,1.0017,1.0008
5552,1.0093,0.9989
5553,1.0004,0.9977
5554,1.0088,1.0009
5555,1.0034,1.0138
5556,0.9969,1.0082
5557,1.0007,1.0216
5558,1.0095,1.0213
5559,1.0217,1.0238
5560,1.0337,1.0272
5561,1.0131,1.0242
5562,0.9948,1.0174
5563,0.9919,1.0124
5564,0.9851,1.0030
5565,1.0103,0.9934
5566,1.0110,0.9907
5567,1.0071,0.9895
5568,1.0008,0.9860
5569,1.0025,0.9793
5570,0.9828,0.9889
5571,0.9941,1.0063
5572,1.0079,1.0233
5573,0.9909,1.0250
5574,0.9978,1.0063
5575,1.0023,1.0218
5576,1.0067,1.0233
5577,1.0102,1.0277
5578,0.9987,1.0351
5579,0.9977,1.0425
5580,1.0060,1.0356
5581,0.9896,1.0213
5582,0.9925,1.0290
5583,0.9991,0.9917
5584,0.9960,0.9847
5585,1.0010,1.0042
5586,1.0012,0.9973
5587,0.9990,1.0131
5588,0.9953,1.0040
5589,1.0077,0.9916
5590,1.0053,0.9954
5591,0.9965,1.0038
5592,0.9857,0.9989
5593,0.9745,1.0027
5594,0.9660,1.0053
5595,0.9680,1.0072
5596,0.9726,1.0324
5597,0.9748,1.0209
5598,0.9718,1.0207
5599,0.9720,1.0113
5600,0.9832,0.9993
5601,0.9956,0.9984
5602,1.0118,0.9838
5603,1.0100,0.9909
5604,1.0202,0.9963
5605,1.0179,0.9922
5606,1.0277,0.9916
5607,1.0280,1.0046
5608,1.0233,1.0012
5609,1.0010,0.9917
5610,0.9994,0.9875
5611,0.9922,0.9994
5612,0.9903,1.0158
5613,1.0034,1.0146
5614,1.0067,1.0142
5615,1.0146,1.0097
5616,1.0171,1.0055
5617,1.0053,0.9954
5618,1.0219,0.9964
5619,1.0163,0.9944
5620,1.0228,0.9817
5621,1.0335,0.9874
5622,1.0150,0.9789
5623,1.0115,0.9549
5624,1.0157,0.9618
5625,1.0103,0.9625
5626,1.0333,0.9640
5627,1.0297,0.9776
5628,1.0299,0.9667
5629,1.0412,0.9858
5630,1.0211,0.9923
5631,1.0133,1.0036
5632,1.0022,0.9937
5633,1.0057,1.0135
5634,1.0195,1.0071
5635,1.0065,1.0031
5636,0.9925,1.0052
5637,0.9955,1.0052
5638,1.0087,1.0088
5639,0.9999,1.0090
5640,0.9907,0.9909
5641,1.0068,0.9996
5642,1.0038,1.0048
5643,1.0089,0.9942
5644,1.0198,0.9835
5645,1.0209,0.9901
5646,1.0174,0.9952
5647,1.0055,1.0063
5648,0.9996,1.0156
5649,1.0029,1.0299
5650,1.0137,1.0193
5651,1.0068,1.0063
5652,1.0002,0.9920
5653,1.0046,0.9867
5654,0.9968,0.9981
5655,1.0014,0.9842
5656,0.9934,0.9741
5657,0.9969,0.9717
5658,0.9946,0.9787
5659,0.9966,0.9892
5660,1.0045,0.9908
5661,1.0029,0.9851
5662,1.0060,0.9955
5663,0.9986,0.9927
5664,0.9939,0.9684
5665,0.9850,0.9809
5666,0.9872,0.9908
5667,0.9922,1.0019
5668,0.9971,0.9930
5669,1.0131,0.9976
5670,1.0150,1.0093
5671,1.0084,1.0191
5672,1.0280,1.0109
5673,1.0158,0.9982
5674,1.0147,0.9872
5675,1.0221,0.9610
5676,1.0232,0.9684
5677,1.0000,0.9610
5678,1.0061,0.9786
5679,1.0000,0.9694
5680,0.9931,0.9760
5681,0.9791,0.9634
5682,0.9843,0.9768
5683,0.9830,0.9955
5684,0.9892,1.0053
5685,0.9832,1.0129
5686,1.0188,1.0186
5687,1.0116,1.0257
5688,1.0201,1.0171
5689,1.0268,0.9927
5690,1.0308,0.9962
5691,1.0174,0.9953
5692,1.0317,1.0030
5693,1.0285,1.0123
5694,1.0269,1.0142
5695,1.0213,0.9906
5696,1.0175,0.9780
5697,1.0148,0.9815
5698,0.9981,0.9911
5699,1.0008,0.9854
5700,1.0079,0.9846
5701,1.0013,0.9962
5702,1.0001,0.9964
5703,0.9846,1.0094
5704,0.9975,1.0071
5705,1.0121,1.0024
5706,1.0119,0.9898
5707,1.0129,0.9813
5708,1.0133,0.9784
5709,1.0177,0.9992
5710,1.0167,1.0214
5711,1.0230,1.0144
5712,1.0251,1.0231
5713,1.0275,1.0252
5714,1.0260,1.0159
5715,1.0278,1.0040
5716,1.0158,1.0072
5717,0.9955,0.9937
5718,0.9956,1.0161
5719,1.0133,1.0161
5720,1.0169,1.0232
5721,1.0205,1.0173
5722,1.0076,1.0273
5723,1.0103,1.0336
5724,0.9985,1.0311
5725,0.9986,1.0090
5726,0.9965,0.9965
5727,1.0014,1.0023
5728,1.0014,1.0131
5729,1.0093,1.0173
5730,1.0170,1.0205
5731,1.0250,1.0260
5732,1.0480,1.0250
5733,1.0324,1.0255
5734,1.0228,1.0356
5735,1.0152,1.0290
5736,0.9948,1.0384
5737,0.9983,1.0121
5738,0.9977,1.0082
5739,1.0086,1.0024
5740,1.0154,1.0094
5741,1.0166,1.0004
5742,1.0161,0.9938
5743,1.0081,0.9850
5744,1.0084,0.9930
5745,1.0103,0.9980
5746,1.0082,1.0051
5747,1.0066,1.0002
5748,1.0066,1.0034
5749,1.0074,0.9965
5750,1.0142,1.0000
5751,0.9878,1.0127
5752,0.9926,1.0092
5753,0.9963,1.0036
5754,1.0047,1.0017
5755,1.0029,1.0046
5756,0.9834,1.0097
5757,0.9699,1.0074
5758,0.9564,1.0047
5759,0.9736,1.0124
5760,0.9653,1.0072
5761,0.9836,1.0069
5762,0.9832,1.0040
5763,0.9843,1.0026
5764,1.0030,1.0049
5765,1.0050,1.0067
5766,0.9917,1.0020
5767,0.9943,1.0085
5768,1.0041,1.0044
5769,0.9985,1.0016
5770,1.0153,1.0078
5771,1.0012,1.0117
5772,0.9818,1.0108
5773,1.0010,1.0098
5774,0.9931,1.0066
5775,0.9855,1.0047
5776,0.9836,0.9983
5777,0.9777,1.0252
5778,0.9899,1.0274
5779,0.9875,1.0188
5780,0.9790,1.0196
5781,0.9803,1.0007
5782,0.9757,0.9966
5783,0.9797,1.0094
5784,0.9747,1.0266
5785,0.9776,1.0166
5786,0.9801,1.0182
5787,1.0007,1.0102
5788,1.0113,1.0181
5789,1.0108,1.0014
5790,1.0060,1.0046
5791,1.0020,0.9922
5792,1.0028,0.9929
5793,0.9947,0.9919
5794,0.9922,0.9943
5795,0.9914,1.0085
5796,0.9928,1.0123
5797,0.9955,1.0110
5798,1.0029,1.0102
5799,1.0108,1.0106
5800,1.0138,1.0164
5801,1.0271,1.0176
5802,1.0282,1.0270
5803,1.0225,1.0138
5804,1.0177,1.0104
5805,1.0228,1.0083
5806,1.0164,1.0048
5807,1.0171,1.0041
5808,1.0186,1.0076
5809,0.9927,0.9978
5810,0.9805,0.9779
5811,0.9920,0.9856
5812,0.9975,0.9813
5813,0.9729,0.9740
5814,0.9532,0.9772
5815,0.9749,0.9969
5816,0.9853,1.0118
5817,1.0005,1.0082
5818,0.9917,0.9948
5819,0.9876,1.0050
5820,1.0064,1.0226
5821,1.0090,1.0345
5822,1.0081,1.0283
5823,1.0052,1.0282
5824,0.9885,1.0276
5825,1.0009,1.0247
5826,0.9828,1.0147
5827,0.9919,1.0032
5828,0.9941,1.0113
5829,0.9979,1.0114
5830,0.9929,1.0141
5831,1.0075,1.0080
5832,1.0008,1.0012
5833,1.0005,0.9855
5834,1.0005,0.9715
5835,0.9974,0.9858
5836,1.0016,1.0052
5837,1.0079,1.0050
5838,1.0054,1.0049
5839,1.0101,0.9977
5840,1.0141,0.9884
5841,1.0152,0.9849
5842,1.0261,1.0016
5843,1.0361,1.0209
5844,1.0259,1.0065
5845,1.0185,1.0124
5846,1.0214,1.0223
5847,1.0169,1.0145
5848,1.0167,1.0139
5849,1.0030,1.0042
5850,1.0000,1.0139
5851,1.0007,1.0176
5852,0.9923,1.0020
5853,0.9787,0.9994
5854,0.9941,0.9961
5855,0.9812,1.0102
5856,0.9988,1.0109
5857,1.0093,1.0070
5858,1.0104,1.0153
5859,1.0126,0.9975
5860,1.0171,0.9844
5861,1.0102,1.0018
5862,1.0050,0.9979
5863,1.0023,0.9922
5864,1.0050,0.9909
5865,0.9980,1.0110
5866,0.9938,1.0189
5867,1.0131,1.0019
5868,1.0136,1.0032
5869,1.0005,0.9961
5870,1.0082,1.0083
5871,1.0042,0.9970
5872,0.9979,1.0016
5873,1.0205,0.9990
5874,1.0174,0.9996
5875,1.0070,1.0024
5876,1.0004,1.0124
5877,1.0017,1.0040
5878,1.0027,0.9930
5879,1.0064,0.9983
5880,0.9897,0.9905
5881,0.9815,0.9965
5882,0.9831,0.9959
5883,0.9813,0.9885
5884,0.9749,0.9813
5885,0.9829,0.9917
5886,0.9901,0.9917
5887,1.0076,0.9849
5888,1.0126,0.9871
5889,1.0147,0.9819
5890,1.0104,0.9874
5891,1.0332,0.9934
5892,1.0241,0.9953
5893,1.0166,0.9922
5894,1.0224,0.9833
5895,1.0038,0.9879
5896,1.0024,0.9819
5897,1.0029,0.9799
5898,0.9987,0.9832
5899,1.0084,0.9897
5900,1.0114,1.0057
5901,1.0120,0.9982
5902,1.0104,0.9935
5903,1.0053,0.9778
5904,0.9854,0.9831
5905,0.9930,0.9753
5906,1.0030,0.9877
5907,1.0024,0.9926
5908,0.9884,0.9830
5909,0.9860,0.9857
5910,0.9842,0.9885
5911,0.9829,1.0013
5912,0.9906,1.0051
5913,0.9804,0.9969
5914,0.9822,1.0135
5915,0.9840,1.0010
5916,1.0006,1.0164
5917,1.0041,1.0140
5918,0.9994,0.9996
5919,1.0121,0.9929
5920,0.9989,0.9986
5921,0.9930,1.0107
5922,0.9778,1.0014
5923,0.9962,0.9967
5924,0.9988,0.9879
5925,0.9971,0.9844
5926,1.0089,0.9806
5927,1.0020,0.9780
5928,0.9976,0.9841
5929,1.0080,0.9793
5930,1.0013,0.9835
5931,0.9966,1.0010
5932,0.9978,0.9895
5933,1.0013,0.9985
5934,1.0078,0.9876
5935,1.0044,0.9882
5936,0.9884,0.9934
5937,0.9937,0.9952
5938,0.9967,1.0014
5939,0.9989,0.9924
5940,0.9922,0.9938
5941,0.9766,0.9866
5942,0.9806,0.9902
5943,0.9755,1.0013
5944,0.9850,1.0124
5945,0.9945,1.0171
5946,0.9815,1.0173
5947,0.9785,1.0167
5948,0.9979,1.0153
5949,0.9943,1.0223
5950,0.9971,0.9997
5951,1.0056,1.0001
5952,1.0066,1.0021
5953,1.0153,0.9922
5954,1.0210,0.9713
5955,1.0293,0.9696
5956,1.0256,0.9874
5957,1.0173,1.0122
5958,1.0021,0.9883
5959,1.0056,0.9965
5960,1.0159,0.9951
5961,1.0063,0.9922
5962,0.9994,0.9827
5963,0.9962,0.9864
5964,0.9887,0.9672
5965,0.9921,0.9811
5966,0.9890,1.0030
5967,0.9802,0.9973
5968,0.9762,0.9837
5969,0.9937,0.9733
5970,0.9958,0.9743
5971,1.0098,0.9666
5972,1.0031,0.9721
5973,0.9894,0.9814
5974,0.9888,0.9812
5975,1.0058,0.9831
5976,0.9836,0.9921
5977,0.9707,0.9899
5978,0.9734,1.0041
5979,0.9878,1.0101
5980,0.9806,1.0102
5981,0.9857,1.0082
5982,0.9877,1.0094
5983,1.0008,1.0175
5984,1.0217,1.0135
5985,1.0106,1.0182
5986,1.0054,1.0209
5987,1.0038,1.0033
5988,0.9957,1.0148
5989,1.0126,1.0105
5990,1.0002,0.9980
5991,1.0116,1.0073
5992,1.0056,1.0055
5993,1.0040,0.9955
5994,1.0044,1.0036
5995,0.9992,1.0019
5996,1.0064,1.0008
5997,1.0091,1.0045
5998,1.0214,0.9878
5999,1.0233,0.9938
6000,1.0082,1.0025
6001,1.0053,1.0035
6002,1.0187,1.0038
6003,1.0101,1.0167
6004,1.0218,0.9998
6005,1.0244,1.0056
6006,1.0273,1.0078
6007,1.0029,0.9936
6008,1.0062,0.9947
6009,1.0240,1.0031
6010,1.0117,1.0081
6011,1.0240,1.0054
6012,1.0213,0.9986
6013,1.0101,1.0000
6014,1.0057,0.9987
6015,0.9891,1.0026
6016,0.9915,0.9960
6017,0.9968,0.9954
6018,1.0189,1.0050
6019,1.0189,1.0151
6020,1.0285,1.0035
6021,1.0142,0.9916
6022,1.0100,0.9737
6023,1.0111,0.9751
6024,1.0012,0.9954
6025,0.9990,1.0012
6026,1.0080,1.0089
6027,1.0287,1.0078
6028,1.0309,1.0124
6029,1.0189,1.0057
6030,1.0151,1.0063
6031,1.0028,1.0105
6032,1.0047,1.0205
6033,1.0173,1.0211
6034,1.0169,1.0171
6035,1.0138,1.0048
6036,1.0106,1.0013
6037,1.0105,1.0053
6038,1.0237,1.0020
6039,1.0264,0.9923
6040,1.0122,0.9993
6041,1.0046,0.9990
6042,1.0149,0.9924
6043,1.0159,0.9739
6044,0.9964,0.9790
6045,1.0066,0.9792
6046,1.0016,1.0058
6047,0.9949,1.0173
6048,1.0053,1.0040
6049,1.0133,1.0141
6050,1.0099,1.0124
6051,1.0120,1.0197
6052,1.0043,1.0407
6053,0.9968,1.0286
6054,0.9942,1.0194
6055,0.9920,1.0072
6056,0.9881,1.0138
6057,0.9982,1.0187
6058,0.9995,1.0314
6059,0.9909,1.0315
6060,0.9868,1.0129
6061,0.9781,1.0241
6062,0.9814,1.0227
6063,0.9979,1.0162
6064,1.0010,1.0051
6065,1.0018,1.0127
6066,0.9880,0.9977
6067,1.0026,1.0147
6068,1.0026,1.0118
6069,1.0030,0.9896
6070,0.9921,0.9949
6071,0.9924,0.9981
6072,0.9855,0.9967
6073,0.9819,1.0138
6074,0.9698,1.0212
6075,0.9576,1.0050
6076,0.9849,1.0096
6077,0.9895,1.0160
6078,1.0018,1.0089
6079,0.9989,1.0045
6080,0.9975,1.0034
6081,0.9883,0.9891
6082,0.9960,0.9878
6083,1.0035,0.9904
6084,1.0076,1.0024
6085,1.0063,0.9962
6086,1.0078,0.9975
6087,1.0025,0.9894
6088,1.0115,0.9844
6089,0.9970,0.9802
6090,0.9903,0.9791
6091,0.9900,0.9841
6092,0.9804,0.9915
6093,0.9700,1.0017
6094,0.9734,0.9898
6095,0.9743,0.9953
6096,0.9775,0.9825
6097,0.9817,0.9613
6098,0.9906,0.9717
6099,0.9932,0.9787
6100,1.0103,0.9918
6101,1.0102,0.9840
6102,1.0224,0.9829
6103,1.0279,0.9897
6104,1.0332,0.9887
6105,1.0131,0.9882
6106,1.0124,0.9933
6107,1.0136,1.0036
6108,1.0085,1.0152
6109,1.0084,1.0192
6110,0.9976,1.0079
6111,1.0111,0.9965
6112,1.0092,1.0227
6113,1.0112,1.0143
6114,1.0020,1.0087
6115,1.0159,1.0074
6116,1.0205,0.9918
6117,1.0263,0.9845
6118,1.0399,0.9921
6119,1.0307,0.9793
6120,1.0306,0.9771
6121,1.0298,0.9706
6122,1.0193,0.9700
6123,1.0193,0.9721
6124,1.0086,0.9848
6125,1.0068,0.9954
6126,0.9908,0.9965
6127,0.9854,0.9952
6128,0.9714,0.9826
6129,0.9904,0.9713
6130,0.9982,0.9788
6131,0.9942,0.9939
6132,0.9884,0.9965
6133,1.0010,0.9981
6134,1.0170,1.0167
6135,1.0211,1.0200
6136,1.0293,1.0045
6137,1.0239,0.9925
6138,1.0007,0.9894
6139,0.9996,0.9810
6140,1.0008,0.9786
6141,1.0104,0.9824
6142,1.0050,0.9739
6143,0.9936,0.9782
6144,0.9785,0.9839
6145,0.9884,1.0074
6146,0.9878,1.0043
6147,0.9800,0.9992
6148,0.9893,1.0163
6149,0.9984,0.9996
6150,0.9969,1.0222
6151,1.0066,1.0211
6152,1.0113,1.0275
6153,1.0080,1.0191
6154,1.0046,1.0030
6155,1.0007,0.9913
6156,1.0006,0.9970
6157,1.0141,1.0151
6158,1.0223,1.0020
6159,1.0229,1.0034
6160,1.0353,0.9890
6161,1.0393,1.0020
6162,1.0308,1.0046
6163,1.0304,0.9887
6164,1.0372,0.9928
6165,1.0313,0.9982
6166,1.0237,1.0088
6167,1.0360,1.0111
6168,1.0344,0.9812
6169,1.0377,0.9648
6170,1.0243,0.9755
6171,1.0282,0.9627
6172,1.0213,0.9996
6173,1.0171,1.0017
6174,1.0052,1.0065
6175,1.0022,1.0003
6176,0.9889,1.0018
6177,1.0012,1.0243
6178,0.9960,1.0175
6179,0.9999,1.0196
6180,0.9894,1.0231
6181,0.9958,1.0100
6182,0.9735,1.0093
6183,0.9701,1.0106
6184,0.9879,1.0207
6185,0.9841,1.0129
6186,0.9851,0.9952
6187,0.9681,1.0089
6188,0.9862,1.0086
6189,0.9864,1.0140
6190,1.0009,1.0174
6191,0.9945,1.0314
6192,0.9820,1.0289
6193,0.9981,1.0338
6194,1.0020,1.0322
6195,1.0026,1.0266
6196,0.9967,1.0389
6197,1.0081,1.0432
6198,0.9899,1.0289
6199,0.9990,1.0261
6200,0.9883,1.0219
6201,0.9946,1.0173
6202,1.0137,1.0187
6203,1.0109,1.0186
6204,1.0081,1.0025
6205,1.0019,0.9989
6206,1.0002,0.9968
6207,0.9961,0.9919
6208,0.9970,0.9835
6209,0.9950,0.9826
6210,0.9943,0.9832
6211,0.9903,0.9856
6212,0.9909,0.9829
6213,0.9922,0.9861
6214,1.0087,0.9698
6215,1.0216,0.9713
6216,1.0207,0.9890
6217,1.0129,0.9905
6218,1.0137,0.9894
6219,1.0038,0.9910
6220,0.9980,1.0112
6221,0.9989,1.0208
6222,0.9931,1.0181
6223,0.9885,1.0101
6224,0.9863,1.0019
6225,1.0096,1.0077
6226,1.0094,1.0108
6227,0.9920,1.0072
6228,0.9952,1.0177
6229,1.0002,1.0120
6230,0.9997,1.0023
6231,1.0053,1.0027
6232,0.9991,0.9858
6233,0.9980,0.9923
6234,0.9975,0.9842
6235,0.9917,0.9891
6236,0.9846,1.0063
6237,0.9881,1.0038
6238,0.9924,1.0075
6239,0.9683,1.0006
6240,0.9693,1.0088
6241,0.9723,1.0092
6242,0.9790,1.0037
6243,0.9903,0.9864
6244,0.9892,0.9906
6245,0.9965,0.9883
6246,0.9846,1.0043
6247,0.9996,0.9849
6248,0.9992,0.9962
6249,0.9857,0.9984
6250,0.9937,0.9954
6251,0.9924,1.0111
6252,1.0105,1.0177
6253,1.0231,1.0070
6254,1.0270,0.9966
6255,0.9959,1.0054
6256,0.9946,1.0139
6257,1.0071,1.0061
6258,1.0135,1.0146
6259,1.0026,1.0267
6260,1.0012,1.0271
6261,1.0064,1.0284
6262,0.9907,1.0383
6263,0.9787,1.0315
6264,1.0047,1.0312
6265,1.0011,1.0232
6266,0.9835,1.0175
6267,0.9802,1.0171
6268,0.9868,1.0036
6269,0.9964,1.0131
6270,0.9911,1.0171
6271,0.9818,1.0054
6272,0.9930,0.9912
6273,0.9857,0.9889
6274,0.9860,0.9942
6275,0.9947,0.9914
6276,0.9912,0.9994
6277,1.0111,0.9856
6278,1.0013,0.9862
6279,0.9977,0.9926
6280,0.9945,0.9885
6281,0.9897,0.9849
6282,1.0015,0.9973
6283,0.9980,1.0004
6284,1.0243,1.0063
6285,1.0208,1.0160
6286,1.0190,1.0138
6287,1.0013,1.0136
6288,0.9958,1.0199
6289,1.0028,1.0320
6290,1.0073,1.0333
6291,0.9963,1.0444
6292,0.9928,1.0512
6293,0.9649,1.0268
6294,0.9641,1.0303
6295,0.9863,1.0182
6296,0.9909,1.0266
6297,1.0028,1.0337
6298,0.9870,1.0354
6299,0.9902,1.0151
6300,0.9909,1.0153
6301,0.9869,1.0240
6302,0.9872,1.0225
6303,0.9847,1.0205
6304,0.9769,1.0112
6305,0.9823,1.0119
6306,0.9935,1.0025
6307,0.9876,1.0073
6308,0.9831,1.0030
6309,0.9935,0.9879
6310,0.9952,0.9769
6311,0.9929,0.9810
6312,0.9951,0.9801
6313,1.0147,0.9906
6314,1.0225,0.9934
6315,1.0341,1.0083
6316,1.0346,1.0235
6317,1.0213,1.0267
6318,1.0134,1.0280
6319,1.0041,1.0116
6320,1.0090,1.0085
6321,1.0046,1.0051
6322,0.9962,1.0061
6323,0.9959,1.0048
6324,0.9839,1.0046
6325,0.9960,1.0046
6326,0.9879,1.0055
6327,0.9984,1.0146
6328,1.0029,1.0181
6329,1.0076,1.0103
6330,0.9958,0.9971
6331,0.9972,0.9870
6332,0.9930,0.9861
6333,0.9783,1.0032
6334,0.9953,1.0062
6335,0.9953,1.0128
6336,0.9921,1.0020
6337,1.0060,0.9976
6338,1.0137,1.0029
6339,1.0412,1.0028
6340,1.0251,1.0106
6341,1.0154,1.0046
6342,1.0302,1.0109
6343,1.0169,0.9935
6344,1.0072,1.0006
6345,1.0052,1.0230
6346,1.0192,1.0227
6347,1.0109,1.0290
6348,1.0296,1.0171
6349,1.0241,1.0242
6350,1.0319,1.0112
6351,1.0230,1.0139
6352,1.0100,1.0225
6353,1.0134,1.0075
6354,0.9977,0.9984
6355,0.9832,0.9877
6356,0.9927,0.9712
6357,0.9888,0.9917
6358,0.9783,1.0014
6359,0.9768,0.9929
6360,0.9861,0.9916
6361,0.9801,0.9749
6362,0.9584,0.9715
6363,0.9645,0.9889
6364,0.9742,0.9713
6365,0.9863,0.9633
6366,0.9981,0.9721
6367,0.9970,0.9841
6368,1.0148,0.9781
6369,1.0110,0.9724
6370,1.0069,0.9724
6371,1.0030,0.9735
6372,1.0038,0.9507
6373,1.0077,0.9582
6374,1.0190,0.9530
6375,1.0106,0.9552
6376,1.0014,0.9681
6377,1.0024,0.9669
6378,0.9980,0.9704
6379,0.9882,0.9727
6380,1.0013,0.9648
6381,1.0117,0.9713
6382,0.9962,0.9829
6383,0.9957,0.9930
6384,1.0017,0.9899
6385,1.0189,0.9844
6386,1.0149,0.9891
6387,1.0200,1.0106
6388,1.0130,1.0135
6389,1.0148,1.0114
6390,1.0203,1.0062
6391,1.0198,0.9989
6392,1.0164,0.9797
6393,1.0222,0.9835
6394,1.0306,0.9775
6395,1.0264,0.9800
6396,1.0310,0.9867
6397,1.0203,1.0032
6398,1.0130,0.9915
6399,1.0249,0.9851
6400,0.9940,0.9975
6401,0.9929,0.9900
6402,0.9962,0.9885
6403,0.9863,0.9804
6404,0.9986,0.9960
6405,0.9984,1.0000
6406,1.0052,0.9913
6407,1.0179,1.0041
6408,1.0259,1.0180
6409,1.0180,1.0024
6410,1.0044,1.0119
6411,0.9999,1.0117
6412,1.0014,0.9954
6413,0.9849,0.9954
6414,1.0021,0.9979
6415,1.0028,0.9815
6416,1.0002,1.0048
6417,0.9826,0.9984
6418,0.9859,1.0025
6419,0.9893,1.0013
6420,0.9836,0.9986
6421,0.9893,0.9935
6422,0.9901,0.9958
6423,0.9773,0.9866
6424,0.9876,0.9890
6425,1.0123,0.9766
6426,1.0264,0.9890
6427,1.0260,0.9857
6428,1.0238,0.9868
6429,1.0058,0.9938
6430,1.0070,1.0073
6431,1.0031,1.0224
6432,0.9794,1.0268
6433,0.9798,1.0109
6434,0.9782,1.0211
6435,0.9681,1.0087
6436,0.9730,0.9975
6437,0.9645,0.9939
6438,0.9746,0.9989
6439,0.9843,1.0203
6440,0.9684,1.0144
6441,0.9704,1.0375
6442,0.9715,1.0385
6443,0.9746,1.0272
6444,0.9569,1.0308
6445,0.9682,1.0161
6446,0.9878,1.0089
6447,1.0038,1.0002
6448,1.0114,1.0062
6449,0.9910,1.0157
6450,0.9869,1.0135
6451,0.9939,1.0085
6452,0.9992,1.0048
6453,1.0099,0.9873
6454,1.0057,0.9859
6455,0.9936,0.9891
6456,0.9996,1.0110
6457,0.9953,0.9984
6458,1.0088,1.0016
6459,1.0133,0.9892
6460,1.0076,0.9948
6461,1.0077,0.9987
6462,1.0165,1.0099
6463,1.0183,1.0090
6464,1.0162,1.0087
6465,1.0156,1.0109
6466,1.0100,1.0069
6467,1.0119,1.0072
6468,1.0099,1.0055
6469,0.9987,0.9956
6470,1.0028,1.0024
6471,1.0073,1.0169
6472,1.0151,1.0044
6473,0.9980,1.0070
6474,1.0008,1.0183
6475,0.9971,1.0138
6476,1.0028,1.0268
6477,0.9911,1.0310
6478,1.0045,1.0158
6479,0.9939,1.0081
6480,0.9904,1.0153
6481,1.0168,0.9956
6482,1.0146,0.9889
6483,1.0219,0.9947
6484,1.0202,0.9906
6485,1.0280,0.9809
6486,1.0302,0.9847
6487,1.0175,0.9990
6488,0.9981,0.9919
6489,0.9869,0.9874
6490,0.9847,0.9880
6491,0.9926,1.0076
6492,1.0030,0.9970
6493,1.0021,0.9875
6494,1.0032,0.9934
6495,0.9816,1.0088
6496,0.9823,1.0005
6497,0.9847,1.0172
6498,0.9916,0.9999
6499,0.9901,0.9873
6500,0.9874,0.9827
6501,1.0068,0.9854
6502,0.9931,0.9852
6503,1.0067,0.9799
6504,1.0112,0.9627
6505,1.0080,0.9696
6506,1.0266,0.9731
6507,1.0212,0.9779
6508,1.0095,0.9725
6509,1.0097,0.9742
6510,1.0159,0.9778
6511,1.0181,0.9772
6512,1.0099,0.9749
